Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,ln_gamma_pred_Extrap
CCO,O,298.65,1.4648975716759538,1.1025666128021236
CCO,O,303.15,1.4290424994336068,1.0875242767272388
CCO,O,303.15,1.4954402033806105,1.0875242767272388
CCO,O,303.15,1.5286399196045264,1.0875242767272388
CCO,O,303.15,1.644837874265694,1.0875242767272388
CCO,O,303.25,1.6255572943139835,1.0871946665609156
CCO,O,308.15,1.4970080230889664,1.0712851149951563
CCO,O,313.15,1.548092155662345,1.0555241242386721
CCO,O,313.15,1.5641622651088645,1.0555241242386721
CCO,O,313.15,1.612369610803768,1.0555241242386721
CCO,O,313.15,1.6445096458466617,1.0555241242386721
CCO,O,313.15,1.69271783620339,1.0555241242386721
CCO,O,313.15,1.7087871967892414,1.0555241242386721
CCO,O,313.25,1.6740920518876163,1.0552136366136937
CCO,O,318.15,1.583056975425798,1.0402204708567577
CCO,O,322.05,1.6604560689747043,1.0285884311449922
CCO,O,323.15,1.6181974355471789,1.0253545156816517
CCO,O,323.15,1.7427757863350828,1.0253545156816517
CCO,O,323.15,1.758349176175439,1.0253545156816517
CCO,O,323.25,1.724761036097453,1.0250615320542704
CCO,O,328.15,1.653473936423712,1.010907729459643
CCO,O,328.15,1.6841445624872975,1.010907729459643
CCO,O,333.15,1.5075934305010563,0.9968626154214866
CCO,O,333.15,1.673747032261203,0.9968626154214866
CCO,O,333.15,1.7190615281541366,0.9968626154214866
CCO,O,333.15,1.749272895619975,0.9968626154214866
CCO,O,333.15,1.7945871342790474,0.9968626154214866
CCO,O,333.25,1.7620422544399057,0.9965856950828094
CCO,O,343.15,1.8184452161570928,0.9699121588813671
CCO,O,343.25,1.7868842714062274,0.9696500151559146
CCO,O,351.35,1.7549692666561505,0.9488771098189293
CCO,O,353.05,1.818643175553347,0.944629913906718
CCO,O,358.15,1.7818808358045648,0.9321135332690633
CCO,O,363.15,1.7906855594599915,0.920160576268082
CCO,O,368.15,1.800116121609101,0.9085104233821835
CCO,O,372.15,1.8161870060385397,0.8994006608164851
CCO,O,373.15,1.6482893266356866,0.8971517055140106
CCO,O,373.3,1.7937108972865208,0.896815332299829
CC(=O)O,O,352.39,1.0985122836677763,1.257381212979319
CC(=O)O,O,371.27,1.1325659500971654,1.264653716835281
CC(=O)O,O,373.15,1.1876208366500731,1.2651673854630112
CC(=O)O,O,383.6,1.1787288397689992,1.2673929778466788
CC(=O)O,O,391.22,1.2856836583309348,1.2683839421698353
CCCCCC=O,O,318.15,6.5616697826928805,6.456816749693433
CCCCCC=O,O,323.15,6.478289956020954,6.363031569428257
CO,O,293.15,0.4259472430488156,0.32841392064664854
CO,O,293.15,0.5117751728015789,0.32841392064664854
CO,O,293.15,0.9752575096380048,0.32841392064664854
CO,O,297.45,0.7445244714196935,0.34966108048388467
CO,O,298.15,0.4258492656292666,0.3530575828121234
CO,O,298.15,0.4596060108744184,0.3530575828121234
CO,O,298.15,0.4933599835869288,0.3530575828121234
CO,O,298.15,0.5102394520008844,0.3530575828121234
CO,O,298.15,0.5271162087019715,0.3530575828121234
CO,O,298.15,0.5439973091540619,0.3530575828121234
CO,O,298.15,0.5946298633841135,0.3530575828121234
CO,O,298.2,0.5429694315145573,0.35329952978087553
CO,O,298.65,0.5674365544310391,0.35547310115355935
CO,O,300.45,0.7819086918374031,0.36409662981610935
CO,O,303.15,0.5264075918922742,0.37682200702877866
CO,O,303.15,0.5762031678253698,0.37682200702877866
CO,O,303.15,0.7421992152002171,0.37682200702877866
CO,O,303.15,0.924798438486767,0.37682200702877866
CO,O,303.25,0.7899199266562074,0.37728852978208927
CO,O,308.15,0.592038723186901,0.39973646484354264
CO,O,313.15,0.5922544472600549,0.42182936415867855
CO,O,313.15,0.6243917808743336,0.42182936415867855
CO,O,313.15,0.6404634462745019,0.42182936415867855
CO,O,313.15,0.6565298755967787,0.42182936415867855
CO,O,313.15,0.8332960046084763,0.42182936415867855
CO,O,313.15,0.8493642952677914,0.42182936415867855
CO,O,313.65,0.823359320555349,0.4239945365383625
CO,O,318.15,0.6724443482007435,0.4431282589128025
CO,O,323.15,0.7042898695784298,0.46365986047033847
CO,O,323.15,0.7354352997939254,0.46365986047033847
CO,O,323.2,0.734500234043424,0.4638613899138071
CO,O,323.25,0.8269741544960076,0.4640628452483886
CO,O,328.15,0.7359719681505611,0.48345005053417
CO,O,328.15,0.7513075922323562,0.48345005053417
CO,O,333.05,0.7692560068122521,0.5021492804222503
CO,O,333.15,0.6466266887344628,0.5025238953944339
CO,O,333.15,0.7523637527160314,0.5025238953944339
CO,O,333.15,0.7674658448022446,0.5025238953944339
CO,O,333.2,0.8118808753078581,0.5027110990665459
CO,O,333.25,0.8713812281922055,0.502898233561162
CO,O,342.35,0.828962213691482,0.535828708198747
CO,O,353.05,0.892776424809087,0.5718066059050043
CO,O,358.15,0.8370223909679345,0.5879701996086872
CO,O,362.95,0.8990184206265559,0.6026293364095823
CO,O,363.15,0.8680873954876142,0.6032287522598142
CO,O,368.15,0.8714565325473429,0.6179249889251579
CO,O,372.15,0.8771090579588328,0.6292900083737416
CO,O,372.55,0.938467010418178,0.6304077602463728
CO,O,373.15,0.7942632010793891,0.6320780695629251
CO,O,373.3,0.8189468855712101,0.6324944653193539
CC(C)O,O,293.15,1.9761303136858408,2.104815903524948
CC(C)O,O,298.15,1.8838310771818616,2.0695180499915318
CC(C)O,O,298.15,2.0357325713523444,2.0695180499915318
CC(C)O,O,298.15,2.052611051707279,2.0695180499915318
CC(C)O,O,298.15,2.103244734463406,2.0695180499915318
CC(C)O,O,303.15,2.0955646135898114,2.035384562226328
CC(C)O,O,303.15,2.211761732345317,2.035384562226328
CC(C)O,O,303.15,2.278160219558348,2.035384562226328
CC(C)O,O,308.15,2.188257829273534,2.0023587619193806
CC(C)O,O,313.15,2.2479419837098726,1.9703875906265444
CC(C)O,O,313.15,2.3925720385852043,1.9703875906265444
CC(C)O,O,317.85,2.1898877283622014,1.9412518277074693
CC(C)O,O,323.15,2.3989129366210244,1.909413320372961
CC(C)O,O,323.25,2.473896257267948,1.9088226291322836
CC(C)O,O,328.05,2.277249848960313,1.8808929527745142
CC(C)O,O,328.15,2.519871524823857,1.880319773065504
CC(C)O,O,333.15,2.261453675607473,1.8520995102942146
CC(C)O,O,333.15,2.4729184104759336,1.8520995102942146
CC(C)O,O,333.15,2.488026777124244,1.8520995102942146
CC(C)O,O,337.55,2.2661129989240254,1.8279572430968662
CC(C)O,O,349.15,2.4126764007877006,1.7672261378708778
CC(C)O,O,353.15,2.5294178308833737,1.7472094538207132
CC(C)O,O,355.45,2.530341986462213,1.7359038562058091
CC(C)O,O,357.75,2.461271186551626,1.724743627241239
CC(C)O,O,373.15,2.5237346576375184,1.6535631153047559
CC(C)=O,O,297.25,2.0736284282280435,1.83641472214526
CC(C)=O,O,298.01,2.025606862813924,1.8363306794249836
CC(C)=O,O,298.05,2.0417474626274905,1.836326252439663
CC(C)=O,O,298.15,1.9386193499389088,1.8363151830972526
CC(C)=O,O,298.15,1.955496906044164,1.8363151830972526
CC(C)=O,O,298.15,1.9892528496392308,1.8363151830972526
CC(C)=O,O,298.15,2.0230087468676543,1.8363151830972526
CC(C)=O,O,298.15,2.039886972802934,1.8363151830972526
CC(C)=O,O,298.15,2.056765113972069,1.8363151830972526
CC(C)=O,O,298.65,2.0980081112536744,1.836259792085702
CC(C)=O,O,303.15,1.998837322221393,1.8357556246653555
CC(C)=O,O,303.15,2.048636913719601,1.8357556246653555
CC(C)=O,O,303.25,2.080018874990883,1.835744259623067
CC(C)=O,O,313.15,2.181191170927006,1.8345591652077589
CC(C)=O,O,313.25,2.227636305916045,1.8345464294186913
CC(C)=O,O,317.75,2.118175357471679,1.8339532312345161
CC(C)=O,O,317.75,2.165686896182476,1.8339532312345161
CC(C)=O,O,318.15,2.190531114902482,1.833898477047065
CC(C)=O,O,323.15,1.7177720026337593,1.8331830369044393
CC(C)=O,O,323.25,2.2766886560978694,1.8331681122210544
CC(C)=O,O,333.15,2.358010339099456,1.8315569986107931
CC(C)=O,O,333.15,2.373108792166169,1.8315569986107931
CC(C)=O,O,333.15,2.463742596171428,1.8315569986107931
CC(C)=O,O,333.25,2.3261746584271314,1.8315392920755906
CC(C)=O,O,373.15,2.427092138410184,1.8217725540135123
ClC(Cl)Cl,O,288.15,6.775230236959799,6.48907962576544
ClC(Cl)Cl,O,293.15,6.344700835642041,6.378404058549596
ClC(Cl)Cl,O,293.15,6.705186115903536,6.378404058549596
ClC(Cl)Cl,O,293.15,6.773850102223314,6.378404058549596
ClC(Cl)Cl,O,293.15,6.911179409948831,6.378404058549596
ClC(Cl)Cl,O,295.15,6.961258130499444,6.335183724377663
ClC(Cl)Cl,O,297.25,6.296398201587514,6.290428292348619
ClC(Cl)Cl,O,298.15,6.43634906657635,6.27144038271728
ClC(Cl)Cl,O,298.15,6.6557633355253625,6.27144038271728
ClC(Cl)Cl,O,298.15,6.807666399357829,6.27144038271728
ClC(Cl)Cl,O,298.15,6.841422081709653,6.27144038271728
ClC(Cl)Cl,O,298.15,6.875178366825395,6.27144038271728
ClC(Cl)Cl,O,298.15,6.962943976426019,6.27144038271728
ClC(Cl)Cl,O,298.15,7.001764613053414,6.27144038271728
ClC(Cl)Cl,O,300.45,6.362355463575814,6.223432521400768
ClC(Cl)Cl,O,303.15,6.343660726336806,6.1680049480638806
ClC(Cl)Cl,O,303.15,6.793510974623917,6.1680049480638806
ClC(Cl)Cl,O,308.15,6.7450681000371,6.067926022242425
ClC(Cl)Cl,O,308.15,6.797325268455187,6.067926022242425
ClC(Cl)Cl,O,313.15,6.808525929254551,5.971042839521656
ClC(Cl)Cl,O,323.15,6.76577803463652,5.786270384054143
ClC(Cl)Cl,O,323.15,6.818722952157459,5.786270384054143
CCCO,O,283.15,2.4293587031551884,2.1450045378635947
CCCO,O,293.15,2.350927537904547,2.089472383956541
CCCO,O,293.15,2.608414010926863,2.089472383956541
CCCO,O,293.15,3.192055349983759,2.089472383956541
CCCO,O,297.25,2.8551072087958533,2.067529566807619
CCCO,O,298.06,2.607021032344376,2.0632490984691576
CCCO,O,298.15,2.4013891620526264,2.062774587946133
CCCO,O,298.15,2.435138507553879,2.062774587946133
CCCO,O,298.15,2.468895824515635,2.062774587946133
CCCO,O,298.15,2.6039185596986583,2.062774587946133
CCCO,O,298.15,2.637677807082885,2.062774587946133
CCCO,O,298.15,2.6545579996615247,2.062774587946133
CCCO,O,298.15,2.7220714424644643,2.062774587946133
CCCO,O,298.2,2.63595251466178,2.0625110655632506
CCCO,O,303.15,2.585128987589703,2.036752370554307
CCCO,O,303.15,2.668130577100966,2.036752370554307
CCCO,O,303.15,2.734529833906589,2.036752370554307
CCCO,O,303.15,2.867324873684984,2.036752370554307
CCCO,O,308.15,2.781344032409384,2.0113800699292037
CCCO,O,313.15,2.732300439436753,1.9866333434965888
CCCO,O,313.15,2.828720915250768,1.9866333434965888
CCCO,O,313.15,2.9412074475986603,1.9866333434965888
CCCO,O,313.15,3.101901462147702,1.9866333434965888
CCCO,O,318.15,2.876605210096751,1.9624890805321749
CCCO,O,323.15,2.909384312818762,1.9389253219938434
CCCO,O,323.15,2.940526070556888,1.9389253219938434
CCCO,O,323.15,3.002817116677202,1.9389253219938434
CCCO,O,323.2,2.814426200981361,1.9386925444372554
CCCO,O,328.15,2.927726414809666,1.915921186876611
CCCO,O,333.15,2.7359052874715637,1.8934568044422062
CCCO,O,333.15,2.9473715171758355,1.8934568044422062
CCCO,O,333.15,3.007794234731868,1.8934568044422062
CCCO,O,333.15,3.038001220733157,1.8934568044422062
CCCO,O,333.2,2.9006080764538105,1.8932348215792745
CCCO,O,358.15,2.9921157417794486,1.7885989417856043
CCCO,O,363.15,2.9635086237581327,1.769005062615168
CCCO,O,368.15,2.923510982036997,1.749835433193324
CCCO,O,372.15,2.936608400051252,1.734795973038655
CCCO,O,373.15,2.8725528284364588,1.7310763684121593
CCCCO,O,293.15,3.837428761217175,3.6282798140500665
CCCCO,O,298.15,3.7833051519703096,3.5976739164910407
CCCCO,O,298.15,3.85081758998374,3.5976739164910407
CCCCO,O,298.15,3.884573696639933,3.5976739164910407
CCCCO,O,298.15,3.918329080277001,3.5976739164910407
CCCCO,O,298.15,3.935206186717125,3.5976739164910407
CCCCO,O,298.15,3.9520856717316857,3.5976739164910407
CCCCO,O,298.15,4.323402588495852,3.5976739164910407
CCCCO,O,298.2,3.983770479511387,3.597372895320005
CCCCO,O,303.15,3.916154459207595,3.5680441805234304
CCCCO,O,303.15,3.9493534716513583,3.5680441805234304
CCCCO,O,308.15,3.65529681709681,3.539328317947109
CCCCO,O,308.15,4.030893449641484,3.539328317947109
CCCCO,O,308.15,4.063553684620665,3.539328317947109
CCCCO,O,313.15,3.887326542830363,3.511469042866384
CCCCO,O,313.15,4.015883797061877,3.511469042866384
CCCCO,O,313.15,4.064093236908465,3.511469042866384
CCCCO,O,318.15,4.082843679885048,3.4844136233129595
CCCCO,O,323.15,4.041079149047413,3.4581134765943764
CCCCO,O,323.15,4.056651348513975,3.4581134765943764
CCCCO,O,323.15,4.072223349081951,3.4581134765943764
CCCCO,O,323.15,4.103368721736717,3.4581134765943764
CCCCO,O,323.15,4.118939609077481,3.4581134765943764
CCCCO,O,323.2,4.054848077714061,3.457854134681302
CCCCO,O,323.23,4.349566715759945,3.45769856360453
CCCCO,O,328.15,4.12556056659712,3.43252380376246
CCCCO,O,333.15,3.862330534302201,3.4076032591187566
CCCCO,O,333.15,4.073799959730392,3.4076032591187566
CCCCO,O,333.15,4.1342189078649625,3.4076032591187566
CCCCO,O,333.15,4.164428615930909,3.4076032591187566
CCCCO,O,333.15,4.194639268306023,3.4076032591187566
CCCCO,O,333.2,4.102297850808174,3.4073573010482647
CCCCO,O,343.15,4.083866525490008,3.359619671550333
CCCCO,O,343.15,4.15719102764046,3.359619671550333
CCCCO,O,343.15,4.215849551695928,3.359619671550333
CCCCO,O,353.15,3.830754379957693,3.313890330350314
CCCCO,O,353.15,4.044495837975592,3.313890330350314
CCCCO,O,353.15,4.129993197968359,3.313890330350314
CCCCO,O,363.15,4.014971213810995,3.27018165489024
CCCCO,O,372.15,4.021653790493495,3.2324048127168994
CCCCO,O,373.15,3.9807726473371816,3.2282926584993863
CCCCO,O,390.15,3.8953589277284255,3.160777961471682
CCCCCO,O,298.15,5.165962424491233,5.036425458625004
CCCCCO,O,298.15,5.284111945625769,5.036425458625004
CCCCCO,O,298.15,5.317865059390406,5.036425458625004
CCCCCO,O,298.15,5.38537999222443,5.036425458625004
CCCCCO,O,298.2,5.146738377088596,5.035883202135652
CCCCCO,O,303.15,5.351113780684867,4.983066077805555
CCCCCO,O,313.15,5.438566146920084,4.881304883765906
CCCCCO,O,323.15,5.468600079730235,4.785559763264466
CCCCCO,O,333.15,5.280051557741144,4.695204681411578
CCCCCO,O,333.15,5.431102856055984,4.695204681411578
CCCCCO,O,333.2,5.278104455096822,4.694765507844491
CCCCCO,O,343.15,5.36109496316769,4.609698458430956
CCCCCO,O,343.2,5.197949920301946,4.609282294500476
CCCCCO,O,353.15,5.346626462641822,4.528571445937171
CCCCCO,O,363.15,5.230445295301202,4.451414525616904
CCCCCO,O,371.15,5.1504378153582255,4.392305548929433
CCCCCO,O,373.15,5.101401833850708,4.377869989125966
c1ccccc1,O,279.35,7.787792730515996,7.802490154231901
c1ccccc1,O,279.45,7.747579567386571,7.799698201919379
c1ccccc1,O,279.85,7.820772659281815,7.7885503437757135
c1ccccc1,O,280.25,7.768076537005824,7.77743430490923
c1ccccc1,O,282.15,7.778605031899494,7.725063494938011
c1ccccc1,O,282.15,7.8142744240274595,7.725063494938011
c1ccccc1,O,282.55,7.779901837338731,7.714127800813734
c1ccccc1,O,283.15,7.826295478904883,7.697782186125372
c1ccccc1,O,283.15,7.861842633550858,7.697782186125372
c1ccccc1,O,283.15,7.879613159304748,7.697782186125372
c1ccccc1,O,283.25,7.857701265536692,7.695064648862214
c1ccccc1,O,284.15,7.785184593148671,7.670692878604259
c1ccccc1,O,284.95,7.805535748097196,7.649158315384761
c1ccccc1,O,285.25,7.79330635167755,7.641113992258765
c1ccccc1,O,285.65,7.600882459342079,7.6304145095700635
c1ccccc1,O,285.65,7.829900837858062,7.6304145095700635
c1ccccc1,O,287.15,7.804222823348753,7.590556908272647
c1ccccc1,O,288.06,7.645373787138911,7.566578910720266
c1ccccc1,O,288.15,7.798986631015034,7.564215689554571
c1ccccc1,O,288.15,7.816449228234415,7.564215689554571
c1ccccc1,O,288.15,7.833913169933952,7.564215689554571
c1ccccc1,O,288.15,7.921234425672389,7.564215689554571
c1ccccc1,O,288.15,7.938698819125427,7.564215689554571
c1ccccc1,O,288.25,7.79497964734689,7.561591618894177
c1ccccc1,O,289.15,7.997481536895414,7.53805665141745
c1ccccc1,O,289.95,7.796781694268103,7.517259324465594
c1ccccc1,O,290.05,7.810162073507411,7.514667724394333
c1ccccc1,O,290.2,7.838887331591411,7.510783672878799
c1ccccc1,O,291.05,7.7878798278722305,7.488849662215192
c1ccccc1,O,291.75,7.794839626508266,7.470882316803276
c1ccccc1,O,293.0,8.10831927993391,7.43901128439501
c1ccccc1,O,293.06,7.64057018815368,7.437488312597836
c1ccccc1,O,293.15,7.61994008841922,7.43520502371847
c1ccccc1,O,293.15,7.774431306847297,7.43520502371847
c1ccccc1,O,293.15,7.793314601379529,7.43520502371847
c1ccccc1,O,293.15,7.812196076899055,7.43520502371847
c1ccccc1,O,293.15,7.817347626688199,7.43520502371847
c1ccccc1,O,293.15,7.820780685479323,7.43520502371847
c1ccccc1,O,293.15,7.822496811466362,7.43520502371847
c1ccccc1,O,293.15,7.824213996745873,7.43520502371847
c1ccccc1,O,293.15,7.834511060704056,7.43520502371847
c1ccccc1,O,293.15,7.837944971244327,7.43520502371847
c1ccccc1,O,293.15,7.839663421751369,7.43520502371847
c1ccccc1,O,293.15,7.875712035771189,7.43520502371847
c1ccccc1,O,293.15,8.055951067839075,7.43520502371847
c1ccccc1,O,293.25,7.804855036462332,7.43266967967343
c1ccccc1,O,293.75,7.828189415089161,7.420018850058355
c1ccccc1,O,294.15,7.762987294834599,7.409929149494039
c1ccccc1,O,294.15,7.768118838727088,7.409929149494039
c1ccccc1,O,294.15,7.795494261366864,7.409929149494039
c1ccccc1,O,294.15,7.952882399176595,7.409929149494039
c1ccccc1,O,295.15,7.8880869081996785,7.384824535233402
c1ccccc1,O,295.2,7.829884931135085,7.383573768880312
c1ccccc1,O,296.15,7.759230117921387,7.3598894463577675
c1ccccc1,O,297.15,7.785409127241374,7.335122171631072
c1ccccc1,O,297.95,7.83431312321207,7.315428042748357
c1ccccc1,O,298.0,7.822268431898529,7.314200670310328
c1ccccc1,O,298.03,7.858269643991504,7.31346444450885
c1ccccc1,O,298.05,7.816985141485708,7.312973709639127
c1ccccc1,O,298.15,7.431726124497815,7.310521022768707
c1ccccc1,O,298.15,7.678145868216152,7.310521022768707
c1ccccc1,O,298.15,7.69333577787317,7.310521022768707
c1ccccc1,O,298.15,7.733841176569116,7.310521022768707
c1ccccc1,O,298.15,7.742280486652906,7.310521022768707
c1ccccc1,O,298.15,7.745656269614034,7.310521022768707
c1ccccc1,O,298.15,7.755784300577255,7.310521022768707
c1ccccc1,O,298.15,7.767598403157322,7.310521022768707
c1ccccc1,O,298.15,7.772664291506738,7.310521022768707
c1ccccc1,O,298.15,7.781100930850834,7.310521022768707
c1ccccc1,O,298.15,7.782790589086683,7.310521022768707
c1ccccc1,O,298.15,7.784477397192646,7.310521022768707
c1ccccc1,O,298.15,7.787854943687373,7.310521022768707
c1ccccc1,O,298.15,7.789541518827913,7.310521022768707
c1ccccc1,O,298.15,7.794604841695706,7.310521022768707
c1ccccc1,O,298.15,7.79629241824294,7.310521022768707
c1ccccc1,O,298.15,7.797981257310944,7.310521022768707
c1ccccc1,O,298.15,7.799667249009623,7.310521022768707
c1ccccc1,O,298.15,7.801354494736183,7.310521022768707
c1ccccc1,O,298.15,7.8030429833680035,7.310521022768707
c1ccccc1,O,298.15,7.806419573939226,7.310521022768707
c1ccccc1,O,298.15,7.80810766758793,7.310521022768707
c1ccccc1,O,298.15,7.813171092703989,7.310521022768707
c1ccccc1,O,298.15,7.814855910954331,7.310521022768707
c1ccccc1,O,298.15,7.818233148861979,7.310521022768707
c1ccccc1,O,298.15,7.826670563702385,7.310521022768707
c1ccccc1,O,298.15,7.828360689229774,7.310521022768707
c1ccccc1,O,298.15,7.835112550200082,7.310521022768707
c1ccccc1,O,298.15,7.841862353068207,7.310521022768707
c1ccccc1,O,298.15,7.843550554514271,7.310521022768707
c1ccccc1,O,298.15,7.845239826863294,7.310521022768707
c1ccccc1,O,298.15,7.865491171168406,7.310521022768707
c1ccccc1,O,298.15,7.88912188759248,7.310521022768707
c1ccccc1,O,298.15,7.894183826644295,7.310521022768707
c1ccccc1,O,298.15,7.899246243419228,7.310521022768707
c1ccccc1,O,298.15,7.946507861544517,7.310521022768707
c1ccccc1,O,298.15,8.005580591398987,7.310521022768707
c1ccccc1,O,298.15,8.037646572342712,7.310521022768707
c1ccccc1,O,298.16,7.633887424613909,7.310275844561037
c1ccccc1,O,298.95,7.774355641623838,7.290958594190939
c1ccccc1,O,299.2,7.825453020553747,7.284866787122942
c1ccccc1,O,300.45,7.818442339576283,7.254559806568228
c1ccccc1,O,302.2,7.817879034084852,7.212551209134284
c1ccccc1,O,303.15,7.551780490331446,7.189949635387825
c1ccccc1,O,303.15,7.729396812555555,7.189949635387825
c1ccccc1,O,303.15,7.731053144007127,7.189949635387825
c1ccccc1,O,303.15,7.754292850422932,7.189949635387825
c1ccccc1,O,303.15,7.759272795513524,7.189949635387825
c1ccccc1,O,303.15,7.764253542703935,7.189949635387825
c1ccccc1,O,303.15,7.787494053404472,7.189949635387825
c1ccccc1,O,303.15,7.800773289742743,7.189949635387825
c1ccccc1,O,303.15,7.807412436802268,7.189949635387825
c1ccccc1,O,303.15,7.817371787697164,7.189949635387825
c1ccccc1,O,303.15,7.832311755273325,7.189949635387825
c1ccccc1,O,303.15,7.850571089795647,7.189949635387825
c1ccccc1,O,304.15,7.770400478440551,7.166311025654853
c1ccccc1,O,305.2,7.792869020053566,7.141657189964771
c1ccccc1,O,308.15,7.417946701685141,7.073290699145982
c1ccccc1,O,308.15,7.692295887971293,7.073290699145982
c1ccccc1,O,308.15,7.77394779155564,7.073290699145982
c1ccccc1,O,308.15,7.803345220332251,7.073290699145982
c1ccccc1,O,308.15,7.849066374608432,7.073290699145982
c1ccccc1,O,308.15,7.937253260218821,7.073290699145982
c1ccccc1,O,308.2,7.773775351294198,7.072143223475052
c1ccccc1,O,308.26,7.629582234775865,7.070766743994572
c1ccccc1,O,308.95,7.811892454683722,7.0549756545451725
c1ccccc1,O,310.87,7.68151423603447,7.0114041199571915
c1ccccc1,O,310.87,7.74464776214113,7.0114041199571915
c1ccccc1,O,310.93,7.71499870734047,7.010051179610198
c1ccccc1,O,310.98,7.6970441117592125,7.0089241280951144
c1ccccc1,O,311.09,7.741676932613242,7.006445889936674
c1ccccc1,O,311.15,7.721751900080954,7.005094862167698
c1ccccc1,O,311.48,7.684209065668493,6.997673512605561
c1ccccc1,O,313.05,7.741655215247384,6.962580158160986
c1ccccc1,O,313.15,7.598329151422956,6.960356832186957
c1ccccc1,O,313.15,7.630466116140776,6.960356832186957
c1ccccc1,O,313.15,7.632076461500342,6.960356832186957
c1ccccc1,O,313.15,7.651357903030576,6.960356832186957
c1ccccc1,O,313.15,7.667429627011131,6.960356832186957
c1ccccc1,O,313.15,7.675462472367166,6.960356832186957
c1ccccc1,O,313.15,7.69474793082077,6.960356832186957
