Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,ln_gamma_pred_Extrap
O,CC(C)O,328.15,1.228142353313121,1.2288155151210458
O,CC(C)O,337.95,1.097217983743282,1.193181901719033
O,CC(C)O,355.51,1.1232463629597824,1.1342461362674285
O,CC(C)O,363.15,1.1291641251959492,1.1103837312117486
O,CC(C)O,373.15,1.1108109152916583,1.080626723813851
O,CC(C)O,373.15,1.5153799482804002,1.080626723813851
O,ClC(Cl)Cl,308.15,4.7870166299338095,5.086367147638802
O,CN(C)C=O,363.05,-0.0090508355204178,-0.01533124115247686
O,CN(C)C=O,367.65,0.013952213618004,-0.0057193203490508715
O,CN(C)C=O,368.15,-0.0091033096769078,-0.004705929461528147
O,CN(C)C=O,378.15,0.0097919024624692,0.014353125784417164
O,CN(C)C=O,382.95,0.2795843744141646,0.022736605806875865
O,CN(C)C=O,397.75,0.1975549374345439,0.04583554356412023
O,CCCO,313.25,1.2045746231966257,1.2985771371971253
O,CCCO,323.15,1.1401955933182522,1.2587940661746493
O,CCCO,333.15,1.096202721324311,1.2210095028332975
O,CCCCO,323.23,1.6535504870524214,1.5261400116791721
O,CCCCO,333.15,1.2586853962471345,1.5340955844112725
O,CCCCO,343.15,1.1963014546213606,1.5413697575450067
O,CCCCO,353.15,1.1406687209564528,1.5478906931604857
O,CCCCO,363.15,1.132475728506433,1.5536634883913316
O,CCCCO,363.15,1.3957594257355896,1.5536634883913316
O,CCCCO,372.15,1.0950927690853998,1.5582296468355916
O,CCCCO,373.15,1.1810674686043026,1.5587007592454742
O,CCCCO,373.15,1.2350091552313354,1.5587007592454742
O,CCCCO,373.15,1.3968385749955616,1.5587007592454742
O,CCCCCO,348.55,1.535181929327298,1.3115739976647751
O,CCCCCO,362.45,1.526792988597672,1.3289800075514888
O,CCCCCO,369.15,1.476169342411549,1.3366259362534707
O,CCC(C)C,293.15,7.882296050877738,7.732222800236677
O,CCC(C)C,293.65,7.820082165189818,7.719057707036081
O,CCC(C)C,294.45,7.861137535819378,7.698086546983252
O,CCC(C)C,294.95,7.852155219254855,7.68503733550782
O,CCC(C)C,298.15,7.862501046337841,7.602558689805024
O,CCC(C)O,350.25,1.283716082559567,1.3093829844872968
O,CCC(C)O,357.85,1.311298687383372,1.2815744071725808
O,CCC(C)=O,333.15,1.976020810090479,1.9930097489985765
O,CCC(C)=O,333.15,2.00623085914904,1.9930097489985765
O,CCC(C)=O,343.15,1.948226036744644,1.93493002956298
O,CCC(C)=O,353.15,1.939398997439656,1.880139539528432
O,CCC(C)=O,373.15,1.7690468118986475,1.7793684791545086
O,CCC(C)=O,373.15,1.8634458211487064,1.7793684791545086
O,ClCC(Cl)Cl,323.15,4.084504641940128,4.324211040648727
O,CNC(C)=O,363.15,-0.1004260435483094,0.11973084413628765
O,CCC(C)CC,299.1,7.874035455601207,7.833144306359821
O,CC1CCCC1,303.15,6.950891393859272,7.311472443106442
O,OCCO,343.25,0.2275896527406789,-0.10705332779662728
O,OCCO,348.05,0.2047921904213219,-0.10557694163035461
O,OCCO,353.45,0.2004643105298824,-0.10396393911794456
O,CC1CCCCC1,303.15,6.932974582114984,7.307340672455761
O,CC1CCCCC1,310.93,7.177965605521878,7.124505330570761
O,CCCCC,297.95,7.64925919646216,7.848210811980638
O,CCCCC,298.15,7.641847646473841,7.842946467096783
O,C1CCOC1,328.05,2.286752415010672,2.2693778710417116
O,C1CCOC1,338.05,2.2363566113439464,2.202246618278047
O,CCCCCC,293.15,7.900695892476207,7.477212132879045
O,CCCCCC,298.15,7.861411157356256,7.351823786138099
O,OCCCCO,331.15,-0.1314911895406375,0.12255125016844282
O,OCCCCO,332.81,0.2107389311554496,0.12193998531418566
O,OCCCCO,334.32,0.3575205862824363,0.12138922747562804
O,OCCCCO,340.65,-0.0640586363007204,0.11913355819822953
O,OCCCCO,353.15,0.043222311453269,0.11491674000299809
O,OCCCCO,363.15,0.0583538101800715,0.1117522974828632
O,OCCCCO,373.15,0.0622985141942241,0.10875746194392999
O,OCCCCO,383.15,0.0425421142656691,0.10591895344619996
O,OCCCCO,393.15,0.0262621119888893,0.10322484318170079
O,OCCCCO,404.15,-0.0280497414467568,0.10041530912878731
O,C1CCCCC1,301.65,7.264198196004706,7.788151677734352
O,C1CCCCC1,303.15,7.00850518208228,7.758516825561849
O,C1CCCCC1,303.25,7.293901642703902,7.756551415576473
O,C1CCCCC1,305.65,6.976730816985532,7.709760356061568
O,C1CCCCC1,313.15,6.987545647128425,7.568063076500013
O,C1CCCCC1,313.15,7.029326685247924,7.568063076500013
O,C1CCCCC1,313.15,7.40053505141701,7.568063076500013
O,c1ccncc1,363.15,1.0383773825693057,1.1079618452627522
O,c1ccncc1,373.15,1.0263354594611644,1.126476593876568
O,CCC(C)CO,381.95,1.2665165246707082,1.207825939947692
O,CCOC(C)=O,313.15,2.473972084735221,2.211256329548661
O,CCOC(C)=O,318.55,2.376569486083618,2.204314033914284
O,CCCCCCC,295.65,8.049015094871265,7.280006440649453
O,C1CCCC1,303.15,6.943093464871193,7.361311139529134
O,CC=C(C)C,313.15,6.0814514926991405,6.238100993305805
O,ClC(Cl)(Cl)Cl,298.15,6.876939306833555,6.927642389651906
O,CC(C)C(C)C,298.15,7.372608165900305,7.600016703215031
O,OCCO,333.15,-0.2033409240180301,-0.11029883018336865
O,CCCCC,298.15,8.153548299439315,7.842946467096783
O,CCCCCCCC,298.15,7.4358509139130815,7.2995716126189105
O,ClC(Cl)=C(Cl)Cl,298.15,7.17771371154501,7.073687167367565
O,CCCCCCC,298.15,7.409505848728408,7.218965614448312
