Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,ln_gamma_pred_Extrap
Cc1ccccc1,CCO,333.2,1.6808279085207734,1.6986961270072127
Cc1ccccc1,CCO,337.2,1.791759469228055,1.678545555291282
Cc1ccccc1,CCO,343.2,1.6845453849209058,1.6492004026739613
Cc1ccccc1,CCO,349.4,1.6370530794670737,1.6199358756767914
Cc1ccccc1,CCO,351.2,1.6467336971777973,1.6116332565252063
Cc1ccccc1,CCO,351.8,1.7227665977411035,1.60888459708674
Clc1ccccc1,CCO,348.0,1.589235205116581,1.610211097970287
CCCCC,CCO,298.2,2.2502386126218363,2.1391545749117786
CCCCC,CCO,299.7,2.186051276738094,2.1284481215048894
CCCCC,CCO,303.2,2.224623551524334,2.103878363345761
CCCCC,CCO,304.2,2.2082744135228043,2.096962277250809
CCCCC,CCO,310.4,2.163323025660538,2.0550771734513145
CCCCC,CCO,312.1,2.151762203259462,2.043883250774274
CCCCC,CCO,313.2,2.1126345090356,2.0367048775104633
CCCCC,CCO,313.2,2.1701959049483,2.0367048775104633
CCCCC,CCO,322.0,2.1400661634962708,1.98104349868985
CCCCC,CCO,322.2,2.1162555148025524,1.9798138033244395
CCCCC,CCO,323.2,2.110213200346589,1.9736881549369705
CCCCC,CCO,324.7,2.1162555148025524,1.9645704280225686
CCCCC,CCO,335.2,2.1041341542702074,1.9030312054733591
CCCCC,CCO,343.0,2.0541237336955462,1.8597553621445333
CCCCC,CCO,352.4,1.9459101490553128,1.8101479062375152
CCCCC,CCO,354.2,1.9315214116032136,1.80094897858017
CCCCC,CCO,354.4,2.0014800002101243,1.799932643569562
CCCC#N,CCO,293.2,1.3737155789130306,1.4178886130050334
CCCC#N,CCO,298.2,1.3506671834767394,1.3941145217232365
CCCC#N,CCO,303.2,1.308332819650179,1.3711245351689976
CCCC#N,CCO,308.2,1.289232648276759,1.3488804912719046
CCCC#N,CCO,313.2,1.252762968495368,1.3273466648703705
CCCC#N,CCO,323.2,1.2149127443642704,1.2862778174632634
CCCCCC,CCO,298.2,2.4849066497880004,2.338386695432324
CCCCCC,CCO,298.2,2.359910159613315,2.338386695432324
CCCCCC,CCO,303.2,2.5416019934645457,2.3059395573601185
CCCCCC,CCO,313.2,2.105352923464337,2.2436982482156957
CCCCCC,CCO,313.2,2.451005098112319,2.2436982482156957
CCCCCC,CCO,313.2,2.2925347571405443,2.2436982482156957
CCCCCC,CCO,322.2,2.302585092994046,2.190509893683874
CCCCCC,CCO,333.2,1.979621206397625,2.1288560907560026
CCCCCC,CCO,333.2,2.272125885509337,2.1288560907560026
CCCCCC,CCO,350.9,2.091864061678393,2.0366667691847535
CCCCCC,CCO,354.2,2.163323025660538,2.0203606111485555
CCCCCC,CCO,373.2,2.128231705849268,1.931359692181363
c1ccncc1,CCO,350.6,-0.0618754037180875,-0.03772162844127387
CCCCCCCC,CCO,322.2,2.6741486494265287,2.584954771115065
CCCCCCCC,CCO,338.0,2.5726122302071057,2.481763717389133
CCCCCCCC,CCO,343.2,2.658859956911438,2.4496002457528223
CCCCCCCC,CCO,353.7,2.5649493574615367,2.387156329454084
CCCCCCCCC,CCO,320.9,2.9856819377004897,2.9265477660577908
CCCCCCCCC,CCO,320.9,2.9391619220655967,2.9265477660577908
CCCCCCCCC,CCO,355.2,2.740840023925201,2.8156639273136386
C1COCCO1,CCO,323.2,1.043804052173115,1.0612565021210683
CCCCCCC,CCO,303.2,2.70805020110221,2.537531019628071
CCCCCCC,CCO,303.2,2.574899688314705,2.537531019628071
CCCCCCC,CCO,303.3,2.5733752977756086,2.5372889652891804
CCCCCCC,CCO,303.3,2.476538400117484,2.5372889652891804
CCCCCCC,CCO,313.1,2.4069451083182885,2.5142544050738
CCCCCCC,CCO,313.2,2.73046379593911,2.514025959357404
CCCCCCC,CCO,313.2,2.6461747973841225,2.514025959357404
CCCCCCC,CCO,313.2,2.5556757206762075,2.514025959357404
CCCCCCC,CCO,319.4,2.468099531471619,2.500098851328751
CCCCCCC,CCO,322.2,2.4849066497880004,2.4939538384256688
CCCCCCC,CCO,322.8,2.3513752571634776,2.4926481119448693
CCCCCCC,CCO,323.2,2.5877640352277083,2.491779748772477
CCCCCCC,CCO,323.2,2.4475508632442318,2.491779748772477
CCCCCCC,CCO,333.2,2.653945942109009,2.470588441354529
CCCCCCC,CCO,335.2,2.388762789235098,2.466461422775355
CCCCCCC,CCO,337.7,2.4159137783010487,2.461350590393776
CCCCCCC,CCO,343.1,2.388762789235098,2.450483102616294
CCCCCCC,CCO,347.8,2.33214389523559,2.441202609551126
CCCCCCC,CCO,354.2,2.379546134130174,2.42880875274994
CC(C)CC(C)(C)C,CCO,333.2,2.495681722955959,2.5062615147852103
CC(C)CC(C)(C)C,CCO,337.0,2.501435951739211,2.4932556234261174
CC(C)CC(C)(C)C,CCO,353.2,2.476538400117484,2.4393201677380407
ClC(Cl)(Cl)Cl,CO,313.2,1.9768549529047348,2.006700228469283
ClC(Cl)(Cl)Cl,CO,333.2,1.874874375938561,1.993704676216832
CCOCC,CO,388.2,1.091923300517313,1.1230086677364453
CC(C)=O,CO,308.2,0.712949807856125,0.7399352809031412
CC(C)=O,CO,313.2,0.6931471805599453,0.7281227828506769
CC(C)=O,CO,313.2,0.6981347220709843,0.7281227828506769
CC(C)=O,CO,323.2,0.6626879730752367,0.705594243227346
CC(C)=O,CO,337.7,0.5423242908253617,0.6752977924509568
CC(C)=O,CO,337.8,0.6043159668533296,0.6750978820135705
CC(C)=O,CO,337.8,0.6830968447064438,0.6750978820135705
ClC(Cl)Cl,CO,303.2,0.8241754429663494,0.8457768627074366
ClC(Cl)Cl,CO,317.7,0.8878912573524571,0.8893265808763343
ClC(Cl)Cl,CO,323.2,1.0473189942805592,0.9047064853294216
ClC(Cl)Cl,CO,328.2,0.8712933659434193,0.9181659144340915
c1ccccc1,CO,298.2,1.9459101490553128,1.8935177901840898
c1ccccc1,CO,298.2,1.969905654611529,1.8935177901840898
c1ccccc1,CO,298.2,2.0149030205422647,1.8935177901840898
c1ccccc1,CO,303.2,1.969905654611529,1.8663253852469812
c1ccccc1,CO,333.2,1.7578579175523736,1.7183307669484598
c1ccccc1,CO,373.2,1.547562508716013,1.5541224134680052
ClCCl,CO,348.2,1.1631508098056809,0.9597968293444832
ClCCl,CO,398.2,1.1786549963416462,0.8468944478389198
C[N+](=O)[O-],CO,308.7,1.6193882432872684,1.6769821589127774
C[N+](=O)[O-],CO,318.5,1.547562508716013,1.63121661023937
C[N+](=O)[O-],CO,328.5,1.4445632692438664,1.58702954067958
C[N+](=O)[O-],CO,337.0,1.3428648031925547,1.5513153595525253
C[N+](=O)[O-],CO,348.2,1.4206957878372228,1.5066462628037045
C[N+](=O)[O-],CO,388.2,1.1908875647772803,1.36619152889446
Cc1ccccc1,CO,298.2,2.312535423847214,2.287802711864389
Cc1ccccc1,CO,303.2,2.299580583973747,2.2559385997411248
Cc1ccccc1,CO,307.2,2.286455711064162,2.2310850255145676
Cc1ccccc1,CO,308.2,2.312535423847214,2.224957716391197
Cc1ccccc1,CO,308.7,2.272125885509337,2.221906775450037
Cc1ccccc1,CO,318.2,2.2793164660546914,2.1655009632035176
Cc1ccccc1,CO,318.5,2.242835088588272,2.163766712273794
Cc1ccccc1,CO,328.2,2.2438960966453663,2.1091626223632822
Cc1ccccc1,CO,328.5,2.21375387928743,2.1075180607722155
Cc1ccccc1,CO,337.0,2.186051276738094,2.0619720297560926
Cc1ccccc1,CO,337.2,2.2202898502672155,2.0609242126940415
CCCCC,CO,303.2,3.0106208860477417,2.901379734489792
CCCCC,CO,313.2,2.917770732084279,2.823605770963935
CCCC#N,CO,298.2,1.2383742310432684,1.257780052504369
CCCC#N,CO,308.2,1.1969481893889715,1.216969581370275
CCCC#N,CO,318.2,1.1537315878891892,1.1787241901806331
CCCCCC,CO,303.2,3.254242968705492,3.230662453627011
CCCCCC,CO,313.2,3.157000421150113,3.1458614657003396
CCCCCC,CO,333.2,2.9444389791664403,2.989218076904351
CCCCCC,CO,373.2,2.602689685444384,2.7191895656132465
c1ccncc1,CO,313.2,-0.1165338162559515,-0.11264772572687809
c1ccncc1,CO,318.2,-0.0943106794712412,-0.08781561450023734
CCCCCCCC,CO,308.7,3.765840495250065,3.7450307279178157
CCCCCCCC,CO,318.5,3.681351187693145,3.6534740039656493
CCCCCCCC,CO,328.5,3.580737295494233,3.5647258764401197
CCCCCCCC,CO,337.0,3.475067230228611,3.492731670707681
C1COCCO1,CO,318.5,1.1378330018213911,1.1398267082455407
C1COCCO1,CO,328.5,1.091923300517313,1.1051288193620656
C1COCCO1,CO,337.0,1.0577902941478543,1.0772546753225931
CCCCCCC,CO,313.2,3.456316680883235,3.488487596468957
c1ccccc1,CC(C)O,313.2,1.3029127521808397,1.4105835409884278
CC1CCCCC1,CC(C)O,343.8,1.6974487897568136,1.7130384932194012
CC1CCCCC1,CC(C)O,354.6,1.6409365794934714,1.6715645936964554
Cc1ccccc1,CC(C)O,298.2,1.6253112615903906,1.6562559384147333
Cc1ccccc1,CC(C)O,313.2,1.603419840108537,1.585634849506
Cc1ccccc1,CC(C)O,321.0,1.5390154481375546,1.5512466611393814
Cc1ccccc1,CC(C)O,331.7,1.4678743481123135,1.5064353471082566
Cc1ccccc1,CC(C)O,343.1,1.4060969884160703,1.4614621712575353
Cc1ccccc1,CC(C)O,354.8,1.289232648276759,1.4180202111879092
CCCC#N,CC(C)O,293.2,1.410986973710262,1.4518282018194455
CCCC#N,CC(C)O,298.2,1.366091653802371,1.4274850380601218
CCCC#N,CC(C)O,303.2,1.3402504226184837,1.403944747834731
CCCC#N,CC(C)O,308.2,1.2919836816486494,1.3811682556053038
CCCC#N,CC(C)O,313.2,1.2669476034873244,1.3591189810736044
CCCC#N,CC(C)O,323.2,1.1474024528375415,1.3170670820489292
CCCCCC,CC(C)O,323.9,1.7369512327330598,1.9291479710821817
CCCCCC,CC(C)O,328.2,1.7647307968401356,1.927392345898253
CCCCCC,CC(C)O,332.7,1.7011051009599245,1.9255539873273984
CCCCCC,CC(C)O,343.8,1.6544112780768316,1.9209709745337267
CCCCCC,CC(C)O,354.6,1.631199404215613,1.9163815958007993
CCCCCCCC,CC(C)O,308.2,2.2965670206684825,2.179777267502829
CCCCCCCC,CC(C)O,353.2,1.8373699804801076,1.9394526398282692
C1COCCO1,CC(C)O,333.2,0.7839015438284094,0.9080737352784541
C1COCCO1,CC(C)O,343.2,0.9001613499442714,0.8816147286744918
C1COCCO1,CC(C)O,353.2,0.8329091229351039,0.8566539659283192
CCCCCCC,CC(C)O,308.2,2.1400661634962708,1.95873064175906
CCCCCCC,CC(C)O,323.9,1.8779371654691075,1.8637877271811025
CCCCCCC,CC(C)O,332.7,1.8373699804801076,1.8144901588553886
CCCCCCC,CC(C)O,343.8,1.7749523509116738,1.7559072487476086
CCCCCCC,CC(C)O,354.6,1.7404661748405046,1.7024279319696878
ClC(Cl)(Cl)Cl,CC(C)=O,306.9,0.7275486072772777,0.7688423973599601
ClC(Cl)(Cl)Cl,CC(C)=O,310.9,0.7561219797213337,0.7821560563544752
ClC(Cl)(Cl)Cl,CC(C)=O,313.9,0.7275486072772777,0.7919084878277661
ClC(Cl)(Cl)Cl,CC(C)=O,319.5,0.7275486072772777,0.8095892970042101
ClC(Cl)(Cl)Cl,CC(C)=O,324.4,0.7080357930536959,0.8245122451077216
ClC(Cl)(Cl)Cl,CC(C)=O,326.0,0.7654678421395714,0.829276458109578
ClC(Cl)(Cl)Cl,CC(C)=O,327.6,0.7561219797213337,0.8339879186193051
ClC(Cl)(Cl)Cl,CC(C)=O,328.4,0.712949807856125,0.8363239973503349
ClC(Cl)(Cl)Cl,CC(C)=O,329.4,0.7654678421395714,0.839225776558647
ClC(Cl)(Cl)Cl,CC(C)=O,329.4,0.7419373447293773,0.839225776558647
CCOCC,CC(C)=O,388.3,0.5068176023684519,0.5080263129330734
Nc1ccccc1,CC(C)=O,386.7,0.2070141693843261,-0.2775912047891431
Nc1ccccc1,CC(C)=O,350.8,-0.0725706928348353,-0.33388629044124307
CCO,CC(C)=O,306.8,0.8064758658669485,0.8499192459762778
CCO,CC(C)=O,308.2,0.8064758658669485,0.846058486192545
CCO,CC(C)=O,313.2,0.7371640659767196,0.8325518140575244
CCO,CC(C)=O,315.2,0.7514160886839212,0.8272691282455156
CCO,CC(C)=O,318.4,0.7275486072772777,0.8189548708798865
CCO,CC(C)=O,323.2,0.688134638736401,0.8067921822915051
CCO,CC(C)=O,327.4,0.6523251860396901,0.7964423805013343
CCO,CC(C)=O,328.5,0.6523251860396901,0.7937754517680292
CCO,CC(C)=O,329.4,0.5538851132264376,0.7916066676873492
CO,CC(C)=O,313.3,0.6575200029167941,0.7002637503634953
CO,CC(C)=O,323.2,0.6471032420585384,0.6788138504926428
CO,CC(C)=O,329.3,0.5364933705145685,0.6662394124354089
CO,CC(C)=O,329.4,0.5596157879354227,0.6660371540609069
CO,CC(C)=O,329.4,0.5709795465857378,0.6660371540609069
ClC(Cl)Cl,CC(C)=O,328.5,-0.6348782724359695,-0.6337416998341823
ClC(Cl)Cl,CC(C)=O,329.4,-0.4620354595965587,-0.6314463992003039
ClC(Cl)Cl,CC(C)=O,324.4,-0.6539264674066639,-0.6444039702008604
ClC(Cl)Cl,CC(C)=O,323.2,-0.5978370007556204,-0.6475900360985737
ClC(Cl)Cl,CC(C)=O,319.5,-0.6733445532637656,-0.6576067098946288
c1ccccc1,CC(C)=O,314.4,0.4510756193602167,0.4763690852655085
c1ccccc1,CC(C)=O,323.2,0.4054651081081644,0.4633986440296742
c1ccccc1,CC(C)=O,329.0,0.4317824164255378,0.455229308794953
c1ccccc1,CC(C)=O,329.4,0.3987761199573678,0.4546765107787453
c1ccccc1,CC(C)=O,329.4,0.371563556432483,0.4546765107787453
c1ccccc1,CC(C)=O,333.2,0.4700036292457356,0.4494911260040166
c1ccccc1,CC(C)=O,373.2,0.4054651081081644,0.40131416963179783
CCI,CC(C)=O,336.4,0.712949807856125,0.711163007346561
ClCCl,CC(C)=O,398.2,-0.2357223335210698,-0.39209580026053203
ClCCl,CC(C)=O,348.2,-0.342490308946776,-0.44839905891532217
S=C=S,CC(C)=O,313.9,1.355835153635182,1.3787000745633435
S=C=S,CC(C)=O,319.5,1.3297240096314962,1.3545350950243427
S=C=S,CC(C)=O,324.4,1.2947271675944,1.3340751258078916
S=C=S,CC(C)=O,328.7,1.252762968495368,1.3166229922616852
C[N+](=O)[O-],CC(C)=O,348.2,-0.0943106794712412,-0.09500892341875043
C[N+](=O)[O-],CC(C)=O,298.3,0.0953101798043249,-0.11103448042655957
Cc1ccccc1,CC(C)=O,308.2,0.7080357930536959,0.7229221622508079
Cc1ccccc1,CC(C)=O,318.4,0.636576829071551,0.7574271654045467
Cc1ccccc1,CC(C)=O,328.5,0.5766133643039938,0.7892609111393949
Clc1ccccc1,CC(C)=O,386.7,0.4382549309311553,0.4313387249304341
CCCCC,CC(C)=O,298.2,1.7884205679625405,2.0633418011428364
CCCCC,CC(C)=O,298.2,1.6370530794670737,2.0633418011428364
CCCCC,CC(C)=O,303.2,1.7647307968401356,2.0293157925798333
CCCCC,CC(C)=O,303.2,1.7526720805200082,2.0293157925798333
CCCCC,CC(C)=O,308.2,1.665818245870208,1.9963938044846796
CCCCC,CC(C)=O,318.3,1.506297153514587,1.933046222769477
CCCCC,CC(C)=O,323.2,1.4562867329399256,1.9037395790381484
CCCCCC,CC(C)=O,293.2,2.0719132752590443,2.285127005767428
CCCCCC,CC(C)=O,298.2,1.9671123567059163,2.2537685287988167
CCCCCC,CC(C)=O,298.2,1.8718021769015916,2.2537685287988167
CCCCCC,CC(C)=O,300.9,1.8578592709325787,2.237193635065043
CCCCCC,CC(C)=O,303.2,1.913977101952304,2.223267177479426
CCCCCC,CC(C)=O,303.2,1.873339456220478,2.223267177479426
CCCCCC,CC(C)=O,306.9,1.8309801823813363,2.201227222188815
CCCCCC,CC(C)=O,308.2,1.8718021769015916,2.1935877526768817
CCCCCC,CC(C)=O,313.3,1.7369512327330598,2.1641270077216372
CCCCCC,CC(C)=O,316.7,1.7119945007591924,2.1449258162388305
CCCCCC,CC(C)=O,318.2,1.7884205679625405,2.1365634606971287
CCCCCC,CC(C)=O,324.4,1.6563214983329508,2.102684993540655
CCCCCC,CC(C)=O,328.4,1.599387576580599,2.08139642664181
CCCCCC,CC(C)=O,329.4,1.6845453849209058,2.0761419464470507
CCCCCC,CC(C)=O,333.2,1.62924053973028,2.056416217545922
CCCCCC,CC(C)=O,373.2,1.5040773967762742,1.869557644222764
CCCCCCCC,CC(C)=O,298.3,2.401525040848949,2.3444095600591552
CCCCCCCC,CC(C)=O,308.2,2.277267285009756,2.280929747595094
CCCCCCCC,CC(C)=O,318.4,2.057962510002712,2.219055891268754
CCCCCCCC,CC(C)=O,328.4,1.9544450515051504,2.161595777370025
C1COCCO1,CC(C)=O,308.2,0.3293037471426003,0.32664986212948033
C1COCCO1,CC(C)=O,318.4,0.3074846997479607,0.3738493695258128
C1COCCO1,CC(C)=O,328.4,0.3148107398400336,0.4170588821576585
CCCCCCC,CC(C)=O,303.2,2.0554049638515948,2.2396677092616617
CCCCCCC,CC(C)=O,303.2,2.032087845296365,2.2396677092616617
CCCCCCC,CC(C)=O,313.2,1.9947003132247447,2.1681587033440066
CCCCCCC,CC(C)=O,313.2,1.99197551589856,2.1681587033440066
CCCCCCC,CC(C)=O,323.2,1.88706964903238,2.101074745496786
ClC(Cl)(Cl)Cl,ClC(Cl)Cl,328.2,0.1484200051182732,0.16939402293476216
CCO,ClC(Cl)Cl,323.2,1.8389610707123487,1.5000310077091785
CCO,ClC(Cl)Cl,323.2,1.8229350866965048,1.5000310077091785
CO,ClC(Cl)Cl,303.2,2.0906287310704004,2.1839514187456284
CO,ClC(Cl)Cl,316.0,1.8531680973566984,2.1684186465670963
CO,ClC(Cl)Cl,318.2,2.2731562823032334,2.16584287185154
CO,ClC(Cl)Cl,323.2,2.158714722574344,2.1600732710477155
CO,ClC(Cl)Cl,328.2,2.2235418856535927,2.1544076833140005
CO,ClC(Cl)Cl,328.4,1.935859813201812,2.154183008438282
CC(C)=O,ClC(Cl)Cl,334.2,-0.6539264674066639,-0.6266971472063836
CC(C)=O,ClC(Cl)Cl,323.2,-0.9942522733438668,-0.7319198008339964
c1ccccc1,ClC(Cl)Cl,331.9,-0.1508228897345836,-0.13958327777979207
c1ccccc1,ClC(Cl)Cl,334.3,-0.2107210313156525,-0.13113030095008993
c1ccccc1,ClC(Cl)Cl,334.3,-0.2107210313156525,-0.13113030095008993
CC#N,ClC(Cl)Cl,319.8,0.2776317365982795,0.25303290543246143
CC#N,ClC(Cl)Cl,328.3,0.2546422183735807,0.24648164331507985
CC#N,ClC(Cl)Cl,331.9,0.3001045924503381,0.24380814594799002
C[N+](=O)[O-],ClC(Cl)Cl,331.9,0.9555114450274363,1.0610232158114088
C1CCOC1,ClC(Cl)Cl,323.0,-1.3862943611198906,-0.24932094483804867
C1CCOC1,ClC(Cl)Cl,323.2,-1.4271163556401458,-0.2368232803081014
C1CCOC1,ClC(Cl)Cl,323.4,-1.3470736479666092,-0.2243661438560487
