Solute_SMILES,Solvent_SMILES,T_K,ln_gamma_inf,QSPR_ln_gamma_inf_pred
CCCO,ClC(Cl)(Cl)Cl,327,2.476538400117484,-0.853104435
CCCO,ClC(Cl)(Cl)Cl,338.9,2.1770218700187,-0.89672355
CCCO,ClC(Cl)(Cl)Cl,344.4,2.172476407647025,-0.916883645
c1ccccc1,ClC(Cl)(Cl)Cl,293.2,0.0953101798043249,1.305509130325344
c1ccccc1,ClC(Cl)(Cl)Cl,313.2,0.1222176327242491,1.1533929530935523
c1ccccc1,ClC(Cl)(Cl)Cl,328.3,0.0953101798043249,1.0385452392835495
c1ccccc1,ClC(Cl)(Cl)Cl,349.1,0.0953101798043249,0.8803444149624866
c1ccccc1,ClC(Cl)(Cl)Cl,349.8,0.0953101798043249,0.875020348759374
CC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,328.2,0.0861776962410524,1.299379838846828
CCBr,ClC(Cl)(Cl)Cl,293.2,0.2231435513142097,1.5250930501470004
CCI,ClC(Cl)(Cl)Cl,293.2,0.3001045924503381,1.2599228339887931
CC#N,ClC(Cl)(Cl)Cl,293.2,2.5952547069568657,0.042367035999838265
CC#N,ClC(Cl)(Cl)Cl,314.9,2.3702437414678603,-0.071409047
CC#N,ClC(Cl)(Cl)Cl,316.5,2.312535423847214,-0.079798067
CC#N,ClC(Cl)(Cl)Cl,330,2.2082744135228043,-0.150580422
CC#N,ClC(Cl)(Cl)Cl,340.2,2.163323025660538,-0.204060424
CC#N,ClC(Cl)(Cl)Cl,346,2.091864061678393,-0.234470622
ClCCl,ClC(Cl)(Cl)Cl,293.2,0.4574248470388755,1.8925005870952765
ClCCl,ClC(Cl)(Cl)Cl,328.2,0.3987761199573678,1.626297276939641
S=C=S,ClC(Cl)(Cl)Cl,293.2,0.1906203596086497,1.208417773824829
CC(Cl)Cl,ClC(Cl)(Cl)Cl,328.2,0.3364722366212129,1.5857407184989265
C[N+](=O)[O-],ClC(Cl)(Cl)Cl,293.2,2.7212954278522306,-0.063164937
C[N+](=O)[O-],ClC(Cl)(Cl)Cl,298.2,2.711377991194885,-0.089380624
C[N+](=O)[O-],ClC(Cl)(Cl)Cl,314.9,2.4595888418037104,-0.17694102
C[N+](=O)[O-],ClC(Cl)(Cl)Cl,328.3,2.3702437414678603,-0.247199062
C[N+](=O)[O-],ClC(Cl)(Cl)Cl,340.2,2.2082744135228043,-0.309592398
C[N+](=O)[O-],ClC(Cl)(Cl)Cl,349.1,2.128231705849268,-0.356256321
CC(C)CO,ClC(Cl)(Cl)Cl,293.2,2.917770732084279,-0.571492521
ClC=C(Cl)Cl,ClC(Cl)(Cl)Cl,328.2,-0.010050336,1.4510009963814845
CC(C)[N+](=O)[O-],ClC(Cl)(Cl)Cl,314.9,1.5216989981260935,-0.041064542
CC(C)[N+](=O)[O-],ClC(Cl)(Cl)Cl,333,1.4445632692438664,-0.13596533
CC(C)[N+](=O)[O-],ClC(Cl)(Cl)Cl,340.2,1.410986973710262,-0.17371592
CC(C)[N+](=O)[O-],ClC(Cl)(Cl)Cl,346.3,1.3762440252663892,-0.205699058
ClCCCl,ClC(Cl)(Cl)Cl,313.2,0.5481214085096876,1.627725000030857
ClCCCl,ClC(Cl)(Cl)Cl,328.2,0.5007752879124892,1.513637867107013
CCC#N,ClC(Cl)(Cl)Cl,293.2,1.9740810260220096,0.07700736954486498
CCCC(C)C,ClC(Cl)(Cl)Cl,298.2,0.3435897043900768,1.1899870924548317
CC(C)CC(C)C,ClC(Cl)(Cl)Cl,298.2,0.371563556432483,1.213804995900674
CC(C)OC(C)C,ClC(Cl)(Cl)Cl,293.2,0.0392207131532813,0.9483538938777994
Cc1ccccc1,ClC(Cl)(Cl)Cl,298.2,0.0198026272961797,1.2697224791687631
Cc1ccccc1,ClC(Cl)(Cl)Cl,313.2,0.048790164169432,1.1556353462449191
CCCCC,ClC(Cl)(Cl)Cl,298.2,0.2851789422336624,1.1661691890089894
C1CCOC1,ClC(Cl)(Cl)Cl,303.2,-0.198450939,1.0626463665811308
CCCCCC,ClC(Cl)(Cl)Cl,293.2,0.2851789422336624,1.2251318536129467
CCCCCC,ClC(Cl)(Cl)Cl,298.2,0.3001045924503381,1.1899870924548317
CCCCCC,ClC(Cl)(Cl)Cl,313.2,0.2468600779315258,1.0845528089804861
CCCCCCCC,ClC(Cl)(Cl)Cl,298.2,0.2070141693843261,1.2376228993465164
CCCCCCCC,ClC(Cl)(Cl)Cl,298.2,0.2851789422336624,1.2376228993465164
CCCCCCCC,ClC(Cl)(Cl)Cl,313.2,0.1739533071234379,1.1321886158721708
CCCCCCCCC,ClC(Cl)(Cl)Cl,298.2,0.2468600779315258,1.2614408027923587
C1COCCO1,ClC(Cl)(Cl)Cl,298.2,0.2231435513142097,0.8612165948102697
C1COCCO1,ClC(Cl)(Cl)Cl,298.2,0.2546422183735807,0.8612165948102697
C1COCCO1,ClC(Cl)(Cl)Cl,303.2,0.2776317365982795,0.8350009075248153
C1COCCO1,ClC(Cl)(Cl)Cl,308.2,0.2851789422336624,0.8087852202393608
C1COCCO1,ClC(Cl)(Cl)Cl,313.2,0.2776317365982795,0.7825695329539064
C1COCCO1,ClC(Cl)(Cl)Cl,313.2,0.29266961396282,0.7825695329539064
C1COCCO1,ClC(Cl)(Cl)Cl,337.7,0.29266961396282,0.654112665255179
CCCCCCCCCC,ClC(Cl)(Cl)Cl,313.2,0.0953101798043249,1.179824422763856
CCCCCCC,ClC(Cl)(Cl)Cl,298.2,0.29266961396282,1.213804995900674
CCCCCCC,ClC(Cl)(Cl)Cl,313.2,0.2151113796169455,1.1083707124263285
CCCCCCC,ClC(Cl)(Cl)Cl,328.3,0.2390169004704999,1.0022335337288206
CCCCCCC,ClC(Cl)(Cl)Cl,349.1,0.1397619423751586,0.856031327311062
CC(C)C(C)C(C)C,ClC(Cl)(Cl)Cl,298.2,0.3074846997479607,1.2376228993465164
CC(C)CCC(C)C,ClC(Cl)(Cl)Cl,298.2,0.3220834991691132,1.2376228993465164
COC(C)(C)C,ClC(Cl)(Cl)Cl,308.2,-0.235722334,0.6929583759442246
CCC1CCCCC1,ClC(Cl)(Cl)Cl,298.2,0.2070141693843261,1.1246845711803126
CO,CCOCC,298.2,1.551808799597464,-1.298465005
CO,CCOCC,338.2,1.3402504226184837,-1.445083877
CO,CCOCC,388.2,1.0577902941478543,-1.628357467
CC(C)=O,CCOCC,298.1,0.8197798314933114,0.3714437180997976
CC(C)=O,CCOCC,338.2,0.7178397931503168,0.16119390607045236
CC(C)=O,CCOCC,388.3,0.6259384308664954,-0.101487281
CC#N,CCOCC,298.1,1.3787660946990992,-0.314110663
CC#N,CCOCC,338.2,1.199964782928397,-0.524360475
CC#N,CCOCC,388.2,0.9820784724121582,-0.786517348
C[N+](=O)[O-],CCOCC,298.2,1.3686394258811698,-0.42016695
Cc1ccccc1,CCOCC,298.2,0.1823215567939546,0.9861763616335977
CCCCCCCC,CCOCC,298.2,0.4252677354043441,1.0205628406305625
C1COCCO1,CCOCC,298.2,0.6729444732424258,0.5304302693071707
ClC(Cl)(Cl)Cl,Nc1ccccc1,293.2,1.5686159179138452,1.4549200659494952
CCO,Nc1ccccc1,298.2,0.8754687373538999,-0.480240311
CCO,Nc1ccccc1,313.2,0.9895411936137476,-0.535222388
CCO,Nc1ccccc1,313.2,0.9321640810304452,-0.535222388
CCO,Nc1ccccc1,328.2,0.8960880245566357,-0.590204465
CCO,Nc1ccccc1,350.8,0.7747271675523681,-0.673044128
CCO,Nc1ccccc1,386.7,0.6312717768418578,-0.804634566
CO,Nc1ccccc1,293.2,0.8712933659434193,-0.814870796
CC(C)=O,Nc1ccccc1,386.7,0.0953101798043249,0.25076303073787454
CC(C)=O,Nc1ccccc1,350.8,-0.061875404,0.4389916654474382
CC(C)=O,Nc1ccccc1,313.2,-0.356674944,0.6361336338340564
CC(C)=O,Nc1ccccc1,277.4,-0.478035801,0.8238379547979111
CC(C)=O,Nc1ccccc1,293.2,-0.223143551,0.740996382975875
ClC(Cl)Cl,Nc1ccccc1,293.2,0.4054651081081644,1.8336183954213423
c1ccccc1,Nc1ccccc1,293.2,0.7975071958841882,1.1350655893027097
c1ccccc1,Nc1ccccc1,293.2,0.8064758658669485,1.1350655893027097
c1ccccc1,Nc1ccccc1,298.2,0.7884573603642703,1.0970365449947614
c1ccccc1,Nc1ccccc1,298.2,0.8064758658669485,1.0970365449947614
c1ccccc1,Nc1ccccc1,298.2,0.85015092936961,1.0970365449947614
c1ccccc1,Nc1ccccc1,333.2,0.6931471805599453,0.8308332348391261
c1ccccc1,Nc1ccccc1,373.2,0.5877866649021191,0.5266008803755433
CCBr,Nc1ccccc1,293.2,0.7608058290337602,1.354649509124366
CCI,Nc1ccccc1,293.2,1.0402767116551463,1.0894792929661588
CC#N,Nc1ccccc1,293.2,-0.020202707,0.05544200183307035
CC#N,Nc1ccccc1,343.2,0.0295588022415444,-0.206714871
CC#N,Nc1ccccc1,393.2,0.0953101798043249,-0.468871744
ClCCl,Nc1ccccc1,293.2,0.3435897043900768,1.7220570460726417
S=C=S,Nc1ccccc1,293.2,1.2612978709452054,1.0379742328021941
C[N+](=O)[O-],Nc1ccccc1,298.2,0.131028262406404,-0.076305659
CCC(C)C,Nc1ccccc1,293.2,3.010128153837724,0.5102984528695416
CNC(C)=O,Nc1ccccc1,413.5,0.2311117209633866,1.032352928962918
CC1CCCC1,Nc1ccccc1,293.2,2.617395832834079,0.43065873749739136
Cc1cccc(O)c1,Nc1ccccc1,453.2,-0.248461359,1.0376823111655373
Cc1cccc(O)c1,Nc1ccccc1,453.2,-0.198450939,1.0376823111655373
Cc1cccc(O)c1,Nc1ccccc1,437.9,-0.261364764,1.122917061001971
Cc1cccc(O)c1,Nc1ccccc1,437.9,-0.223143551,1.122917061001971
Cc1cccc(O)c1,Nc1ccccc1,422.9,-0.261364764,1.2064805412337687
Cc1cccc(O)c1,Nc1ccccc1,422.9,-0.261364764,1.2064805412337687
Cc1cccc(O)c1,Nc1ccccc1,407.9,-0.287682072,1.2900440214655664
Cc1cccc(O)c1,Nc1ccccc1,407.9,-0.274436846,1.2900440214655664
Cc1cccc(O)c1,Nc1ccccc1,408.2,-0.274436846,1.28837275186093
CC1CCCCC1,Nc1ccccc1,293.2,2.862200880929469,0.45628212746232855
CC1CCCCC1,Nc1ccccc1,293.2,2.863913698933143,0.45628212746232855
Cc1ccccc1,Nc1ccccc1,298.2,1.043804052173115,1.0992789381461283
Clc1ccccc1,Nc1ccccc1,293.2,0.9516578757114464,1.1708356049627238
Clc1ccccc1,Nc1ccccc1,343.2,0.7323678937132266,0.7905451618832449
Clc1ccccc1,Nc1ccccc1,393.2,0.5822156198526637,0.41025471880376596
CCCCC,Nc1ccccc1,293.2,2.9816333491744893,0.5102984528695416
CCCCC,Nc1ccccc1,293.2,3.0007198150650303,0.5102984528695416
C=CCCC,Nc1ccccc1,293.2,2.341805806147327,0.5108145202910706
CCCCCC,Nc1ccccc1,293.2,3.2136622578153133,0.5341163563153839
CCCCCC,Nc1ccccc1,293.2,3.246490991901174,0.5341163563153839
CCCCCC,Nc1ccccc1,298.2,3.2676659890376327,0.49897159515726885
CCCCCC,Nc1ccccc1,298.2,3.282038399825841,0.49897159515726885
CCCCCC,Nc1ccccc1,298.2,3.295836866004329,0.49897159515726885
CCCCCC,Nc1ccccc1,298.2,3.299164656097004,0.49897159515726885
CCCCCC,Nc1ccccc1,323.2,2.6390573296152584,0.3232477893666932
CCCCCC,Nc1ccccc1,373.2,2.079441541679836,-0.028199822
CCCCCCCC,Nc1ccccc1,298.2,3.630720539940404,0.546607402048954
C1COCCO1,Nc1ccccc1,298.2,-0.967584026,0.8742915606435018
CCOC(C)=O,Nc1ccccc1,293.2,0.3646431135879092,0.8910086769132941
CCCCCCC,Nc1ccccc1,293.2,3.4585224482814247,0.5579342597612262
CCCCCCC,Nc1ccccc1,293.2,3.459466289786131,0.5579342597612262
C1CCCC1,Nc1ccccc1,293.2,2.217027204632399,0.3973601247033378
CC(C)CC(C)(C)C,Nc1ccccc1,293.2,3.673765816303888,0.581752163207069
CC(C)CC(C)(C)C,Nc1ccccc1,293.2,3.674526947889536,0.581752163207069
C=CCCCC,Nc1ccccc1,293.2,2.525728644308256,0.5377926601863168
ClC(Cl)(Cl)Cl,CCO,298.2,1.6370530794670737,1.582911281652363
ClC(Cl)(Cl)Cl,CCO,313.2,1.4883995840570443,1.468824148728519
ClC(Cl)(Cl)Cl,CCO,333.2,1.3987168811184478,1.3167079714967276
Nc1ccccc1,CCO,313.2,1.128171090909654,1.1077800583158042
Nc1ccccc1,CCO,350.8,1.0402767116551463,0.898314267868098
Nc1ccccc1,CCO,386.7,0.8919980393051105,0.6983190051799957
CC(C)=O,CCO,293.2,0.8671004876833833,0.9451258289488926
CC(C)=O,CCO,303.2,0.9932517730102834,0.8926944543779838
CC(C)=O,CCO,313.2,0.9162907318741552,0.8402630798070745
CC(C)=O,CCO,314.3,0.8878912573524571,0.8344956286042744
CC(C)=O,CCO,318.5,0.8544153281560676,0.8124744512844928
CC(C)=O,CCO,322.5,0.7747271675523681,0.7915019014561291
CC(C)=O,CCO,323,0.7975071958841882,0.7888803327275835
CC(C)=O,CCO,323.2,0.8329091229351039,0.7878317052361656
CC(C)=O,CCO,323.2,0.7654678421395714,0.7878317052361656
CC(C)=O,CCO,335.8,0.7080357930536959,0.72176817327682
CC(C)=O,CCO,348.3,0.6523251860396901,0.6562289550631837
CC(C)=O,CCO,351.5,0.5481214085096876,0.6394509152004928
ClC(Cl)Cl,CCO,298.2,0.5364933705145685,1.961609611124211
ClC(Cl)Cl,CCO,323.2,0.7654678421395714,1.7714643895844713
ClC(Cl)Cl,CCO,323.2,0.7608058290337602,1.7714643895844713
CCCO,CCO,313.2,0.0198026272961797,-0.089741427
CCCCO,CCO,313.2,0.0953101798043249,0.0979301149221965
c1ccccc1,CCO,296.8,1.6863989535702288,1.2737049374118028
c1ccccc1,CCO,298.2,1.791759469228055,1.2630568050055775
c1ccccc1,CCO,298.2,1.6505798557652755,1.2630568050055775
c1ccccc1,CCO,298.2,1.4906543764441336,1.2630568050055775
c1ccccc1,CCO,313.2,1.449269160281279,1.1489696720817335
c1ccccc1,CCO,318.8,1.62924053973028,1.1063771424568323
c1ccccc1,CCO,333.2,1.7047480922384253,0.9968534948499421
c1ccccc1,CCO,334.7,1.547562508716013,0.9854447815575584
c1ccccc1,CCO,346.4,1.4816045409242156,0.8964568178769596
c1ccccc1,CCO,353.2,1.4816045409242156,0.8447373176181507
c1ccccc1,CCO,373.2,1.6094379124341005,0.6926211403863594
CCBr,CCO,293.2,1.4327007339340465,1.520669769135182
CCI,CCO,293.2,1.8196988379172965,1.2554995529769748
CC#N,CCO,293.2,1.545432582458188,0.25957144780608843
CC#N,CCO,323.2,1.308332819650179,0.10227732409336099
CC#N,CCO,343.2,1.118414915964289,-0.002585425
CC#N,CCO,393.2,0.7371640659767196,-0.264742298
ClCCl,CCO,298.2,0.9162907318741552,1.8500482617755099
C[N+](=O)[O-],CCO,298.2,2.050270164379556,0.127823787381927
C[N+](=O)[O-],CCO,298.2,1.9198594718553708,0.127823787381927
C[N+](=O)[O-],CCO,348.2,1.541159071680806,-0.134333085
C[N+](=O)[O-],CCO,398.2,1.0885619528146082,-0.396489958
CC(C)(C)O,CCO,313.2,-0.248461359,0.08058684515458125
CC(C)CO,CCO,313.2,0.0676586484738148,0.06797754090032426
CC(C)CO,CCO,351.4,0.1988508587451651,-0.072043482
CC(C)CO,CCO,351.5,0.1988508587451651,-0.072410029
CC(C)CO,CCO,424,0.3220834991691132,-0.338156735
CC(C)CO,CCO,424,0.3220834991691132,-0.338156735
CNC(C)=O,CCO,313.2,-0.198450939,1.8576422244223627
CC1CCCC1,CCO,313.2,2.0831845279586703,0.7388434239500032
Cc1ccc(C)cc1,CCO,313.2,1.9615022438151493,1.104992480421644
CCCC(C)C,CCO,298.2,2.325324579963535,0.9477353262423414
CC(C)CC(C)C,CCO,298.2,2.47232786758114,0.9715532296881837
Cc1cccc(C)n1,CCO,313.2,-0.072570693,0.9945380498346379
CC1CCCCC1,CCO,313.2,2.374905754573672,0.7644668139149404
CC1CCCCC1,CCO,333.2,2.278292400425001,0.6238877692824802
Cc1ccccc1,CCO,296.4,2.0541237336955462,1.2789896541078054
Cc1ccccc1,CCO,298.2,1.7526720805200082,1.2652991981569444
Cc1ccccc1,CCO,303.2,1.786746927404511,1.227270153848996
Cc1ccccc1,CCO,313.2,1.747459210331475,1.1512120652331004
Cc1ccccc1,CCO,318.5,1.7227665977411035,1.1109012782666756
Cc1ccccc1,CCO,318.5,1.7227665977411035,1.1109012782666756
Cc1ccccc1,CCO,318.6,1.9459101490553128,1.1101406973805164
Cc1ccccc1,CCO,318.6,1.9315214116032136,1.1101406973805164
Cc1ccccc1,CCO,323.2,1.7647307968401356,1.0751539766172047
Cc1ccccc1,CCO,323.2,1.7101878155342434,1.0751539766172047
Cc1ccccc1,CCO,330,1.6752256529721037,1.0234344763583954
Cc1ccccc1,CCO,333.2,1.7298840655099674,0.999095888001309
Cc1ccccc1,CCO,333.2,1.6808279085207734,0.999095888001309
Cc1ccccc1,CCO,337.2,1.791759469228055,0.9686726525549507
Cc1ccccc1,CCO,343.2,1.6845453849209058,0.9230377993854133
Cc1ccccc1,CCO,349.4,1.6370530794670737,0.8758817844435578
Cc1ccccc1,CCO,351.2,1.6467336971777973,0.8621913284926968
Cc1ccccc1,CCO,351.8,1.7227665977411035,0.8576278431757429
Clc1ccccc1,CCO,323.2,1.6486586255873816,1.1086815991258523
Clc1ccccc1,CCO,335.8,1.62924053973028,1.0128484074698236
Clc1ccccc1,CCO,348,1.589235205116581,0.9200575393584307
CCCCC,CCO,293.2,2.26176309847379,0.9590621839546141
CCCCC,CCO,298.2,2.0515563381903004,0.923917422796499
CCCCC,CCO,298.2,2.2502386126218363,0.923917422796499
CCCCC,CCO,299.7,2.186051276738094,0.9133739944490644
CCCCC,CCO,303.2,2.224623551524334,0.8887726616383835
CCCCC,CCO,304.2,2.2082744135228043,0.8817437094067606
CCCCC,CCO,310.4,2.163323025660538,0.8381642055706982
CCCCC,CCO,312.1,2.151762203259462,0.8262149867769386
CCCCC,CCO,313.2,2.1126345090356,0.8184831393221534
CCCCC,CCO,313.2,2.1701959049483,0.8184831393221534
CCCCC,CCO,322,2.1400661634962708,0.7566283596838708
CCCCC,CCO,322.2,2.1162555148025524,0.7552225692375463
CCCCC,CCO,323.2,2.110213200346589,0.7481936170059234
CCCCC,CCO,324.7,2.1162555148025524,0.7376501886584887
CCCCC,CCO,335.2,2.1041341542702074,0.663846190226447
CCCCC,CCO,343,2.0541237336955462,0.6090203628197877
CCCCC,CCO,352.4,1.9459101490553128,0.5429482118425311
CCCCC,CCO,354.2,1.9315214116032136,0.5302960978256097
CCCCC,CCO,354.4,2.0014800002101243,0.5288903073792852
CCCC#N,CCO,278.2,1.5107219394949427,0.4328875613086325
CCCC#N,CCO,288.2,1.425515074273172,0.3804561867377232
CCCC#N,CCO,293.2,1.3737155789130306,0.35424049945226876
CCCC#N,CCO,298.2,1.3506671834767394,0.3280248121668139
CCCC#N,CCO,303.2,1.308332819650179,0.30180912488135947
CCCC#N,CCO,308.2,1.289232648276759,0.27559343759590504
CCCC#N,CCO,313.2,1.252762968495368,0.24937775031045017
CCCC#N,CCO,323.2,1.2149127443642704,0.19694637573954132
CCCCCC,CCO,293.2,2.258633205464863,0.9828800874004564
CCCCCC,CCO,293.2,2.4849066497880004,0.9828800874004564
CCCCCC,CCO,298.2,2.4849066497880004,0.9477353262423414
CCCCCC,CCO,298.2,2.359910159613315,0.9477353262423414
CCCCCC,CCO,303.2,2.5416019934645457,0.9125905650842259
CCCCCC,CCO,313.2,2.105352923464337,0.8423010427679958
CCCCCC,CCO,313.2,2.451005098112319,0.8423010427679958
CCCCCC,CCO,313.2,2.2925347571405443,0.8423010427679958
CCCCCC,CCO,322.2,2.302585092994046,0.7790404726833886
CCCCCC,CCO,333.2,1.979621206397625,0.7017219981355356
CCCCCC,CCO,333.2,2.272125885509337,0.7017219981355356
CCCCCC,CCO,350.9,2.091864061678393,0.577309543635808
CCCCCC,CCO,354.2,2.163323025660538,0.554114001271452
CCCCCC,CCO,373.2,2.128231705849268,0.4205639088706148
c1ccncc1,CCO,313.2,-0.040821995,0.750609287892436
c1ccncc1,CCO,336.4,-0.040821995,0.6213644384672556
c1ccncc1,CCO,350.6,-0.061875404,0.5422576771811536
CCCCCCCC,CCO,298.2,2.7800607370784824,0.995371133134026
CCCCCCCC,CCO,298.2,2.738902664584975,0.995371133134026
CCCCCCCC,CCO,322.2,2.6741486494265287,0.8266762795750733
CCCCCCCC,CCO,338,2.5726122302071057,0.7156188343154297
CCCCCCCC,CCO,343.2,2.658859956911438,0.6790682827109902
CCCCCCCC,CCO,353.7,2.5649493574615367,0.6052642842789484
CCCCCCCCC,CCO,298.2,2.9780773383152703,1.0191890365798688
CCCCCCCCC,CCO,301.1,3.0349529867072724,0.9988050751081614
CCCCCCCCC,CCO,320.9,2.9856819377004897,0.8596318209220257
CCCCCCCCC,CCO,320.9,2.9391619220655967,0.8596318209220257
CCCCCCCCC,CCO,355.2,2.740840023925201,0.6185387593773566
CNC=O,CCO,303.2,0.378436435720245,1.7437226439717426
CNC=O,CCO,313.2,0.3576744442718159,1.688013657150544
C1COCCO1,CCO,298.2,1.1314021114911006,1.0784210066165199
C1COCCO1,CCO,323.2,1.0612565021243408,0.9473425701892473
C1COCCO1,CCO,323.2,1.043804052173115,0.9473425701892473
CCOC(C)=O,CCO,298.2,1.2837077723447896,1.068922435600857
CCOC(C)=O,CCO,328.2,0.9631743177730056,0.9116283118881299
CCCCCCC,CCO,293.5,2.5416019934645457,1.0045893051768116
CCCCCCC,CCO,298.2,2.570319527636131,0.9715532296881837
CCCCCCC,CCO,303.2,2.70805020110221,0.9364084685300682
CCCCCCC,CCO,303.2,2.574899688314705,0.9364084685300682
CCCCCCC,CCO,303.3,2.5733752977756086,0.935705573306906
CCCCCCC,CCO,303.3,2.476538400117484,0.935705573306906
CCCCCCC,CCO,313.1,2.4069451083182885,0.8668218414370004
CCCCCCC,CCO,313.2,2.73046379593911,0.8661189462138381
CCCCCCC,CCO,313.2,2.6461747973841225,0.8661189462138381
CCCCCCC,CCO,313.2,2.5556757206762075,0.8661189462138381
CCCCCCC,CCO,319.4,2.468099531471619,0.8225394423777757
CCCCCCC,CCO,322.2,2.4849066497880004,0.8028583761292309
CCCCCCC,CCO,322.8,2.3513752571634776,0.798641004790257
CCCCCCC,CCO,323.2,2.5877640352277083,0.795829423897608
CCCCCCC,CCO,323.2,2.4475508632442318,0.795829423897608
CCCCCCC,CCO,333.2,2.653945942109009,0.7255399015813779
CCCCCCC,CCO,335.2,2.388762789235098,0.7114819971181316
CCCCCCC,CCO,337.7,2.4159137783010487,0.6939096165390741
CCCCCCC,CCO,343.1,2.388762789235098,0.6559532744883096
CCCCCCC,CCO,347.8,2.33214389523559,0.6229171989996818
CCCCCCC,CCO,354.2,2.379546134130174,0.5779319047172944
C1CCCC1,CCO,313.2,1.916922612182061,0.7055448111559497
CC(C)CC(C)(C)C,CCO,296.7,2.6390573296152584,1.0059145614814602
CC(C)CC(C)(C)C,CCO,318.7,2.5572273113676265,0.8512776123857542
CC(C)CC(C)(C)C,CCO,333.2,2.495681722955959,0.7493578050272203
CC(C)CC(C)(C)C,CCO,337,2.501435951739211,0.7226477865470526
CC(C)CC(C)(C)C,CCO,353.2,2.476538400117484,0.6087787603947596
CC(C)C(C)C(C)C,CCO,298.2,2.5915163848462583,0.995371133134026
CC(C)CCC(C)C,CCO,298.2,2.66095859356836,0.995371133134026
COC(=O)OC,CCO,313.2,1.6937790608678511,1.1262173135385218
CCC1CCCCC1,CCO,298.2,2.5974910105351463,0.8824328049678223
ClC(Cl)(Cl)Cl,CO,293.2,2.012232791986386,1.7019415315245823
ClC(Cl)(Cl)Cl,CO,298.2,2.0255131996542803,1.6639124872166344
ClC(Cl)(Cl)Cl,CO,313.2,1.9768549529047348,1.5498253542927904
ClC(Cl)(Cl)Cl,CO,333.2,1.874874375938561,1.397709177060999
CCOCC,CO,298.2,1.244154593958768,1.562789323722971
CCOCC,CO,338.2,1.1908875647772803,1.416170451543368
CCOCC,CO,388.2,1.091923300517313,1.232896861318864
CCO,CO,337,0.0198026272961797,-0.186406805
CC(C)=O,CO,298.2,0.7701082216960737,1.0608506936205238
CC(C)=O,CO,303.2,0.7466879474879751,1.0346350063350693
CC(C)=O,CO,308.2,0.712949807856125,1.0084193190496147
CC(C)=O,CO,313.2,0.6931471805599453,0.9822036317641603
CC(C)=O,CO,313.2,0.6981347220709843,0.9822036317641603
CC(C)=O,CO,323.2,0.6626879730752367,0.929772257193251
CC(C)=O,CO,337.7,0.5423242908253617,0.8537467640654328
CC(C)=O,CO,337.8,0.6043159668533296,0.8532224503197234
CC(C)=O,CO,337.8,0.6830968447064438,0.8532224503197234
ClC(Cl)Cl,CO,293.2,0.7929925155296614,2.08063986099643
ClC(Cl)Cl,CO,298.2,0.85015092936961,2.042610816688482
ClC(Cl)Cl,CO,303.2,0.8241754429663494,2.0045817723805337
ClC(Cl)Cl,CO,317.7,0.8878912573524571,1.8942975438874852
ClC(Cl)Cl,CO,323.2,1.0473189942805592,1.8524655951487423
ClC(Cl)Cl,CO,328.2,0.8712933659434193,1.8144365508407945
CCCO,CO,313.2,0.1222176327242491,0.07425518605878767
CCCO,CO,333.2,0.1133286853070032,0.0009457499689862203
CCCCO,CO,313.2,0.262364264467491,0.2619267275712587
