Solvent_SMILES,Solute_SMILES,T,log-gamma
CC1=CC=CC=C1,COC,56.84,0.157003749
CC1=CC=C(C=C1)C,CC1=CC=CC=C1,25.0,-0.030459207
CCCCCCC#N,C1=CC=CC=C1,25.0,-0.105360516
CCCCCCCCCC(=O)CCCCCCCCC,CCCCCCCC,89.6,0.067658648
CCCCOCCOCCOCCOCCCC,CCOCC,70.0,-0.263965546
CCC(CC)O,CC=C,46.85,0.88376754
CCCCOCCOCCOCCCC,C(=C(Cl)Cl)Cl,70.0,-0.677273831
C(CO)O,CCCCCCCC,39.85,6.82355812
CC(=O)OC,C(Cl)(Cl)Cl,49.55,-0.579818495
C(CC#N)CC#N,CCOC(C)(C)C,30.0,2.681021529
C1CCS(=O)(=O)C1,CC(=O)C,61.05,0.385262401
CCCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCCC,CCC(C)CC(C)(C)C,120.0,0.565313809
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,C(Cl)Cl,74.1,-0.318828801
C1COC(=O)O1,C1=CC=CC=C1,110.0,1.485460733
CCCO,CCCCCCCCCCO,25.0,0.107
CCCCCCCCCC(=O)CCCCCCCCC,CCCCC=C,69.8,-0.115410852
CCCCCCCCCCCCCCCCCC,C1=CC=CC=C1,80.0,-0.188742125
C(CCCCCN)CCCCN,CC1=CC=CC=C1,65.05,0.923067716
C1COCCN1C=O,CC1=CC=CC=C1,49.85,1.156881197
CCC(C)(C)C,CCCCCC,25.0,0.004
C=CC1=CC=CC=C1,CCCl,16.83,-0.020202707
CCCCCCC,CCC#N,20.05,3.086486637
CCCCCCCCO,CCCCC=C,20.25,0.887891257
CCCCCCCCCCCCCCCC,CCO,25.0,3.548179572
C(COC(C(C(O)OCCC#N)(C(O)OCCC#N)C(O)OCCC#N)O)C#N,CCC(=O)O,120.0,-0.597837001
CC1=CC=CC=C1,CC=C,-23.22,0.431782416
CC1=CC=CC=C1O,CC=C,46.84,1.280933845
C=CC1=CC=CC=C1,COC,16.83,0.058268908
CC1=CC=CC=C1,CC1CCCCC1,75.0,0.246860078
CCCCCCCC,C(=S)=S,0.0,0.231111721
CC(=O)C1=CC=CS1,CC1CCCC1,30.0,1.944480556
CCO,CCCCCCCCC,47.75,2.939161922
CN1CCCC1=O,CCCC=O,60.05,0.392042088
C1COCCN1C=O,C1CCCCC1,75.05,2.507157259
CC1CCCS1(=O)=O,C1=CC=CC=C1,25.0,0.405465108
CCCCCO,CCCCCCCC,55.0,1.667706821
CCC(CC)O,C=CC=C,6.85,1.071583616
C1=CC=C(C=C1)C#N,CC(C)CC(C)C,25.0,1.962907725
CCCOCCO,C1=CC=C(C=C1)Br,25.0,0.58221562
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCC=C,80.0,-0.342490309
CN(C)P(=O)(N(C)C)N(C)C,CC(C)C(C)C(C)C,25.0,1.564440547
CCCCCCCCCCCC(=O)O,C(CCl)Cl,56.05,0.31481074
CSSC,CCCCCCCC,25.0,0.712949808
C1=CC=CC=C1,CC1CCCCC1,75.0,0.438254931
CC1=CC=C(C=C1)C,CC(=C)C=C,20.0,0.029558802
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CCCCOC=O,80.0,0.165514438
C(COCCO)O,CCCCCC=C,25.0,4.424846632
CCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](=O)[O-],50.0,1.798404012
C(CCC#N)CC#N,CCCCCCCCCC,25.0,4.976733742
CN1CCCC1=O,CCCCCC=C,20.0,2.151762203
C(Cl)(Cl)Cl,C(Cl)Cl,25.05,0.231111721
CC(C)O,COC,56.85,0.378436436
CCN(CC)C(=O)C,CCOCC,30.0,0.636576829
CCCCCCCCCCCCCCO,CC1CCCCC1,75.8,0.262364264
CCCO,C(C(F)(Cl)Cl)(F)(Cl)Cl,95.0,1.463255402
CCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCOCC,30.0,-0.094310679
CCCCO,C1=CC=CC=C1,25.0,1.043804052
CCC#N,CCC1CCCCC1,25.0,2.641197894
CO,C1CCCCC1,60.0,2.809402695
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,CC1=CC=CC=C1,125.0,0.19
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,CCO,29.98,0.067658648
CCCCCCCCCCCCCCC1=CC=CC=C1,CCCCC,40.0,0.016
C(Cl)(Cl)(Cl)Cl,C=CC=C,25.0,0.033
CN1CCCC1=O,CCCCCC=C,40.2,1.945910149
CCCCCCCCCCCCCCCC,CCC(=O)OC,130.0,0.444685821
CCNC(=O)C,CO,40.05,-0.415515444
CC1=NC2=CC=CC=C2C=C1,CCCCCC=C,20.0,1.463255402
CCCCCCCCCCCCCCCCCCO,C[N+](=O)[O-],65.0,1.754576678
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCC(C)C,80.0,-0.415515444
CC1=CC=CC=C1,CCOCC,40.0,0.019802627
CC(=O)O,CCC1=CC=CC=C1,25.0,3.119718253
CCCCCCCCCCO,CCCO,25.0,0.559
CC1=CC=C(C=C1)O,C=CC=C,66.87,1.095273387
C(C(=O)O)(Cl)Cl,CC=C(C)C,25.0,1.729884066
CC(CO)O,CCCCC=C,17.0,3.923951576
C(CCC#N)CCC#N,C1=CC=CC=C1,25.0,0.512823626
CN1CCCC1=O,CC(C)C=O,60.0,0.482426149
CCC(C)O,CCC,-23.18,1.280933845
CCN(CC)C(=O)C,CC=O,50.05,-0.040821995
C1=CC=C2C(=C1)C=CC=C2Br,CCCCCC,25.0,1.589235205
CCCCCCCCCCCCCCCCCCCCCCO,CCC(=O)CC,99.9,0.070458464
C(C(Cl)Cl)(Cl)Cl,CC(=C)C=C,25.0,0.343589704
CCCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCCC,CCCCCC,53.2,0.503801009
C(CCCCN)CCCN,CCCCCCC,65.0,1.409033848
C1CCC(CC1)N,CC(C)C(C)C(C)C,25.0,3.395849775
C1CCS(=O)(=O)C1,CC1=CC=CC=C1,100.0,1.16221287
CCCCOCCOCCOCCCC,C(C(Cl)(Cl)Cl)(F)(F)F,70.0,0.144100344
C(CO)O,C1CCCC1,60.0,4.762173935
CCCCCCCCCCCCCCCCCCCCCCCC,C1=CC=CC=C1,80.0,-0.289016295
CC(C)O,C1=COC=C1,19.65,1.16315081
CCCCOCCOCCOCCCC,CC(=O)OC,50.0,-0.044997366
CC1=CC=CC=C1O,CC(F)F,26.84,1.391281903
CC(C)CCO,COC,-3.12,0.536493371
C1=CC=CC=C1,COC,6.8,0.122217633
CC#N,CCO,25.05,1.360976553
CN(C)C=O,C1=CC=CC=C1,70.0,0.451075619
CC1=CC=CC=C1,CCC=C,-23.22,0.418710335
C(CCCCCCN)CCCCCN,C(Cl)Cl,90.06,0.044973366
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,CCCCCCC,100.0,-0.0062
CC1=CC=C(C=C1)C,C1COCCO1,25.0,0.223143551
CCCCCCCCCCCCO,CCCCCCC,60.0,0.751416089
CCCCN(CCCC)C=O,COC=O,45.18,0.185649347
CCN1CCCC1=O,CC=O,25.0,0.076961041
CCN(CC)C(=O)C,CCO,40.0,-0.673344553
CCCCCC,CCC#N,21.85,2.954910279
CCCCCC(CC)OC(=O)C1=CC=CC=C1C(=O)OCCCC,C1=CC=CC=C1,50.0,-0.51
CCC#N,CCN(CC)CC,20.05,1.481604541
CS(=O)C,CC=O,60.0,0.518793793
C(CCCCCCC#N)CCCCCC#N,CC#N,70.95,-0.16
C(C(CO)O)O,CCCCCCCC,60.0,6.098074282
CCSC,C1CCCCC1,25.0,0.604315967
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,C1CCCCC1,25.0,0.43
CCC(C)(C)O,CCCC,56.85,0.88376754
C1COCCN1C=O,C1=CC=CC=C1,69.85,0.75612198
CCO,CO,25.0,0.018
CCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCCCO,30.0,2.563409711
CC(=C)CCO,CC(F)F,16.75,1.415853163
CC1=CC=C(C=C1)C,C[N+](=O)[O-],25.05,1.425515074
CCCCO,C(Cl)Cl,35.05,0.678033543
CCN(CC)C(=O)C,CCCCCCC=C,40.05,1.396244692
CCC(C)O,CCCl,16.84,1.118414916
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCC=C,125.0,0.31
CC(=O)C,CCCCCCCC,35.05,2.277267285
C(CCCCCN)CCCCN,C(Cl)Cl,80.07,-0.015113638
CCOC(=O)C1=CC=CC=C1,CC1=CC=CC=C1,40.05,0.039220713
CCCS(=O)CCC,CCCCCC,40.0,1.931521412
C1CCC(=O)OCC1,CCCCC,45.0,2.276241118
C=CCO,CCC=C,-3.14,1.766441661
CCCCCCCCCCCCCCCC,CCCCC=C,70.0,-0.203340924
CC1(C2CCC(=C)C1C2)C,CCCCCCC,80.0,0.113328685
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,C1=CC=CC=C1,45.0,-0.382725621
C[N+](=O)[O-],CCN(CC)CC,25.0,2.541601993
CCCCOP(=O)(OCCCC)OCCCC,CCCCCO,70.0,-1.021651248
CC(C)CC(=O)C,CCCC=O,115.05,0.029558802
CC(C(=O)O)O,CC1=CC=CC=C1C,60.4,2.985681938
CS(=O)C,CCCCCCC=C,60.0,3.931825633
CCCCCCC(=O)C,CCCO,50.0,1.078409581
CC1COC(=O)O1,CCCCC=C,30.0,3.04927304
CCCCCCCCCCCCCCCCCCCC,CC=C(C)C,74.1,-0.258770729
C(COC(C(C(O)OCCC#N)(C(O)OCCC#N)C(O)OCCC#N)O)C#N,C1=CC=CC=C1,120.0,0.0
CCOC(=O)C1=CC=CC=C1C(=O)OCC,CCCC=C,25.0,1.07
C(C(F)(Cl)Cl)(F)(Cl)Cl,C1=CC=CC=C1,77.9,0.266203041
CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,CCCO,125.0,-0.01
CCCCCCCCCCCCCCCC,CC1=CC=C(C=C1)C,180.05,-0.186329578
CCCC#N,CC(C)CCC(C)C,25.0,2.141241943
C1CCCCC1,CCCSSCCC,25.0,0.565313809
CC(=O)C1=CC=CC=C1,CCCC(C)C,25.05,1.882513832
C1CCOC1,CC(C)CC(C)(C)C,25.0,0.143
CC(=O)NC,CC(C)OC(C)C,45.22,1.868566177
CCCCCC,CCOC(=O)C,58.85,0.955511445
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCC1=CC=CC=C1,75.13,0.302324349
CCC(=O)C,CI,20.05,0.371563556
C(CCl)Cl,C1=CC=CC=C1,81.85,0.039220713
C1=CC=C(C=C1)O,CCCCCC,65.0,2.613006652
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCC,84.0,-0.30924625
CCCCCC,CC(C)C(C)C,25.0,0.0
CC(=O)N(C)C,CCCCC,44.47,1.925124181
C1=CC=C2C=NC=CC2=C1,CCC(C)(C)CC,20.0,2.284421122
CCN(CC)C(=O)C,CCCCCCC=C,60.05,1.302912752
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,CC1CCCCC1,50.0,1.41
CC1=CC=C(C=C1)C,CCOC(=O)C,20.05,0.285178942
CCC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)CC,C1=CC=CC=C1,130.0,-0.328504067
CC1=CC=CC=C1,CCCO,30.05,2.617395833
CC1=CC=C(C=C1)O,CCCl,66.86,0.657520003
CCCCCCCCCCCCCCCC,C1COCCO1,25.05,0.88376754
CC(=O)NC,CCOC(=O)C,58.75,1.001734214
CCCCCCCCO,CCCC=C,50.25,0.751416089
CC(=C)C=C,C1CC=CC1,25.0,0.021
CCCCCCCCC(=O)CCCCCCCC,CCCCC,60.8,0.067658648
CCCCCCCC,CC(C)CC(=O)C,115.0,0.732367894
CC1=CC(=CC=C1)O,CCCCCC,25.0,2.154085085
C1COS(=O)(=O)C1,CC1=CC=CC=C1,40.0,1.945910149
CC(CO)O,CC1=CC=CC=C1,24.85,2.833213344
CN(C)C=O,CC(C)CCC(C)C,25.0,3.339321978
C(CO)O,CCCCCCCCC,24.85,7.478350571
CC(=O)O,C1CCCCC1,25.0,3.083743151
CCCCCCCCCCCCCC(=O)N(C)C,C(Br)Br,53.2,-0.841647189
CCCCN(CCCC)C(=O)C1=CC=CC=C1,CCOCC,50.0,0.648149815
C1CCC(=O)OCC1,C1=CC=CC=C1,30.0,0.329303747
CC#N,CCCCC,25.0,2.844909384
CO,COC,16.84,0.862889955
C1CCC2=CC=CC=C2C1,CCCCC#C,25.0,0.19062036
CNC=O,CC(C)(C)OC,30.0,1.920006089
C1=CC=C(C=C1)O,CCCCCl,55.05,1.302912752
CCCCCCC,C(=S)=S,25.0,0.254642218
CCCCOCCOCCOCCOCCCC,CO,70.0,0.15956457
COC1=CC=CC=C1,CC(C)C(C)C(C)C,25.05,1.451613827
CCC(CC)O,C/C=C\C,16.85,1.040276712
CCO,CCCCCCC,40.05,2.730463796
C(CCC#N)CC#N,CCCCC,25.0,3.62700405
CC(=O)O,CCCCCCO,25.0,0.602
CCCC(C)O,CCC=C,16.85,1.050821625
CCCCCCC,C1=CC=C(C=C1)O,40.0,3.713572067
CCCCCCCCCCO,CCOCC,10.0,0.285178942
CCCCCCCCCC(=O)O,CCCCCC,41.09,0.573236884
CCCCO,C(Cl)Cl,10.0,0.615185639
C1CCS(=O)(=O)C1,C1=CC=C(C=C1)Cl,30.66,0.989912872
CCCCN(CCCC)C=O,C(Cl)(Cl)Cl,29.66,-1.838851077
CCCCCCCCCC(=O)CCCCCCCCC,CCCCCCCC,80.5,0.086177696
C1CC(=O)NC1,CCCCC,50.05,3.312001803
CCCCCO,CO,30.28,0.142367241
CN1CCCC1=O,CCCCC=C,60.2,1.715598108
C(C(CO)O)O,CC1=CC(=CC=C1)C,60.0,4.53464042
CN1CCCC1=O,C1CCCC1,60.0,1.803358605
CCCCCCCCCCCCCCCCI,CC1=CC=C(C=C1)C,25.0,-0.274436846
CCCCN(CCCC)C=O,CCOC(C)(C)C,29.66,0.607589292
CCCCCCCCCCCCCCO,CCCCCCC=C,56.1,0.570979547
CC(COC)OCC(C)OCC(C)OC,CO,70.0,0.207014169
CCCCCO,CO,30.35,0.139761942
C(COCCOCCO)O,CCCCCCCCC,60.0,5.049787415
CCCCCCCCCCCCCCCCCC,CCCCC=C,50.0,-0.126181663
CCCCCCCCCCCCCCCC(=O)O,CCC(=O)C,122.0,0.182321557
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,C1CCCCC1,70.0,-0.599656837
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,C(=S)=S,80.0,-0.798507696
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCC,74.1,0.655964389
CCCCCCCCCC(=O)CCCCCCCCC,CCCO,70.6,0.810930216
CC1COC(=O)O1,CC(C)(C)OC,30.0,1.617406082
CCCCCCCCCCCCCCCCCCCCCCCC,CCCCC=C,80.0,-0.243346259
CCOC(=O)C,C1COCCO1,25.0,0.076961041
C[N+](=O)[O-],CCCCCCCC,25.05,4.711330382
CN1CCCC1=O,CCCCC,70.2,2.235376343
CCC(C)O,C/C=C/C,16.85,1.252762968
C(CO)O,CC1=CC=CC=C1C,40.0,4.624972813
C1COCCO1,CCCCN,25.0,0.14
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CC1=CC=CC=C1,75.13,0.175632569
CCCCCCCCCCCCCC(=O)O,C(CCl)Cl,80.15,0.120446153
C1CCNCC1,C1CCOC1,25.0,-0.072570693
CCCCO,CCN(CC)CC,25.0,-0.174353387
CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,CCCCCC=C,50.0,1.1
CC(=O)N(C)C,C1CCOC1,30.15,0.425267735
CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCCO,60.0,2.1102132
C1CCS(=O)(=O)C1,CC=C(C)C,40.0,2.646174797
CC(=O)OCC(COC(=O)C)OC(=O)C,CCOC(=O)C,41.0,0.231111721
CCCCCO,C1CCCCC1,40.05,1.193922468
CC(C)CC(=O)C,CC(C)CC(C)(C)C,75.05,0.867100488
CCCCCCCCCCCC(=O)O,CCCO,70.24,0.473123757
CCO,CCCNCCC,77.55,2.074429
CCCCN(CCCC)C=O,C(CCl)Cl,59.28,-0.646263595
CO,CCCCC,40.05,2.917770732
CC(=O)NC,C/C=C\C=C,40.0,1.401182974
CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,CCCC=C,100.0,0.61
CN1CCCC1=O,CCC(C)(C)C,35.0,2.708050201
C1COCCN1C=O,CC1CCCC1,100.25,2.370243741
CCCCCCCCCCCC(=O)O,C1CCCCC1,41.09,0.247641023
CCCCCCCCCCCCCC(=O)O,CCCCC=C,75.05,0.202124184
C(C(Cl)Cl)(Cl)Cl,CCCCCC,25.0,1.396244692
C1COS(=O)(=O)C1,CCCCCC,60.0,4.254193263
CCCO,CCCCCCC,25.05,2.068127782
CCNC(=O)C,CCCCC,60.05,1.950186706
CCC#N,CCC1=CC=CC=C1,25.0,2.641197894
CC(=O)NC,CC(C)OC(C)C,45.25,1.86872051
CCCCCCCCCCCCCCCCO,C1CCCC1,53.2,0.154436353
CCCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCCC,CCCCO,100.0,0.512823626
CCCCCCCCCCCCCCCCO,C(Cl)(Cl)(Cl)Br,93.9,0.002995509
CS(=O)C,CC=C(C)C,40.0,3.100092289
C1CCS(=O)(=O)C1,CC1=CC=CC=C1C,80.0,1.454186627
C(Cl)(Cl)(Cl)Cl,CCBr,20.05,0.223143551
C1=CC=C(C=C1)O,C1CCCCC1,55.05,2.13771045
C1COCCOCCOCCOCCOCCO1,CCCCCC,50.0,1.669968412
C(Cl)(Cl)(Cl)Cl,C1CCCCCCC1,25.0,0.148420005
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CCCCCCC,74.1,-0.355247392
CCCCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](=O)[O-],30.0,2.060513532
C(COCCOCCO)O,C1CCCCC1,75.05,2.925309809
CCCCCCCCCCCCCCCCI,CCCC1=CC=CC=C1,45.0,-0.158995731
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,CCC1CCCCC1,50.0,0.16
CCCCCCCCCCCC,CCOC(=O)C,40.02,1.116452207
C1CCS(=O)(=O)C1,CCCCC=C,40.0,3.284663565
CC1COC(=O)O1,CCOC(C)(C)C,40.0,2.275213896
CCCCOP(=O)(OCCCC)OCCCC,CCOC(=O)C,39.95,-0.051293294
CCCCCC(O)O,C(Cl)(Cl)Cl,81.0,0.66
CCCCCCCCCCCCCCCCCl,C1=CC=CC=C1,50.2,-0.235722334
CN1CCCC1=O,CC1=CC=CC=C1,50.2,0.506817602
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCC=C,50.0,0.13
CC1=CC=CC=C1C,C/C=C/C,36.69,0.371563556
C(Cl)Cl,CCO,38.0,1.958685341
CCCCCCCCCCCC(=O)O,CCC(C)O,84.95,0.074179398
C1=CC=C2C(=C1)C=CC=N2,C1CCCC1,20.05,1.396244692
CN1CCCC1=O,CCCCCCC,60.0,2.687847494
CCCCCCCCCCCCCCCCO,CCCC(C)(C)C,93.9,0.491642804
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC1=CC=CC=C1,74.1,-0.42159449
CCCCC#C,CC(=O)C,25.0,0.173
CO,CCC(=O)C,55.35,0.746687947
CCNC(=O)C,CCCCC,24.0,1.937301775
CCBr,CC(C)C(C)C(C)C,25.0,0.662687973
CCCCCCCC,CCCC(=O)C,75.0,1.043804052
C1COCCOCCOCCOCCOCCO1,C1CCCCC1,50.0,1.17093295
CCCCCCCCCCO,CC(C)O,25.0,0.26
CCCCCCCCCCC(=O)C,CCCCC=C,51.7,0.223143551
C(CCCCCCN)CCCCCN,CCCCO,85.1,0.116003676
CCOC(=O)C1=CC=CC=C1C(=O)OCC,CC=O,40.0,-0.099820335
CO,CC(C)C1=CC=CC=C1,25.0,2.753660712
CCCCCCC,CCCCOC(=O)C,25.0,1.01523068
C1CCC(=O)OCC1,CCCCCC,60.0,2.379546134
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,CCCCC=C,25.0,0.77
CC(=O)N(C)C,C(=C(Cl)Cl)Cl,30.45,-0.162518929
C(CC#N)CC#N,CO,30.05,1.047318994
C(Cl)(Cl)(Cl)Cl,C[N+](=O)[O-],67.05,2.208274414
CCCCO,C(Cl)Cl,30.0,0.620576488
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,CCCCC=C,75.0,-0.092
CCNC=O,CCCCC,30.0,2.57261223
CCCCCCCCCCCCCCCCCCCCO,CCOCC,70.0,-2.774190004
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,C1CCCCC1,65.0,-0.530976122
CC1CCS(=O)(=O)C1,CC1CCCC1,60.0,2.624233715
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCC(C)(C)C,80.0,-0.371063681
CCO,C(Cl)Cl,40.0,0.832909123
CC(=O)OCC(COC(=O)C)OC(=O)C,CCOC(=O)C,69.85,0.039220713
C(COCCO)O,C(Cl)Cl,25.0,0.451075619
CN1CCCC1=O,C/C=C\C=C,40.0,0.765467842
C1CC(=O)NC1,C1CCCC1,30.0,2.843745917
CCOC(=O)C1=CC=CC=C1,C1CCCCC1,70.05,0.698134722
CN1CCCC1=O,CCCC=O,60.0,0.392042088
CCCCCCCCC#N,CC=C(C)C,25.0,0.451075619
CCCCCCCCCCCCCCCC,CCCC(C)(C)C,70.0,-0.209487225
CCCCCCCC/C=C\CCCCCCCC(=O)O,C(Cl)(Cl)Cl,65.21,-0.42617815
CC1=CC(=CC=C1)O,CC(=C)C,36.84,1.486139696
CO,CCCCC,25.05,2.970414466
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCO,100.3,1.469945934
CC(C)(C=C)O,COC,36.84,-0.328504067
C1CC(OC1)CO,CCCCC,27.0,2.48490665
CC1=CC=CC=C1O,CC=C,56.84,1.247032294
CN1CCCC1=O,CCCC(=C)C,100.0,1.591273942
C1CCCCC1,C1=CC=C(C=C1)N,25.0,1.117
CCCCCCOC(=O)C1=CC(=CC=C1)C(=O)OCCCCCC,C1CCC=CC1,120.0,-0.198450939
CCCCOP(=O)(OCCCC)OCCCC,CC(=O)OC,25.45,-0.051293294
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCC(C)CC,84.0,-0.373966441
C(CN(CCO)CCO)N(CCO)CCO,CC(=O)C,70.0,1.118414916
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,CC1CCCCC1,75.0,0.48
CCCCCCCCCC(=O)O,CCCCO,80.15,0.278389026
CCCCCCCCCCCCCCCC,CCCCO,100.0,1.327075001
CCCCOC(=O)C,CCCCCCCCC,25.05,1.128171091
CC(COC)OCC(C)OCC(C)OC,CC(C)CO,30.0,0.153579088
CC1=CC(=CC=C1)O,CC1=CC=CC=C1,25.0,0.854415328
CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,CC1=CC=C(C=C1)C,130.0,0.058268908
C(COCCO)O,CO,60.05,-0.012072581
CC(C(=O)O)O,CC#N,60.4,0.774727168
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,C1CCCCCC1,25.0,0.044973366
CCCCCCC,CCSC,25.0,0.405465108
C(CO)O,CCCCC,60.55,4.94875989
C(CSCCC#N)C#N,C1CCCCC1,30.0,3.673918089
CCCCCCCCCCCC(=O)O,CCOC(=O)C,56.03,0.314080546
CN1CCCCC1=O,CCCCCCC,30.26,2.372111156
C(COCCOCCO)O,CCCC=C,75.05,2.778197961
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,CCCCCCCC,125.0,1.58
